pid,round,cpu,wc,ram,logged,decided,agr_rounds,restarts,loaded_tail,active_tail,active_front,loaded_front,beb_bc,beb_dir,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,send_q_size,susp_size,fl_s,fl_r,fl_rq,receive_q_size
4,56,21689,58086,21724,30,30,112,70,3392,3892,3922,3932,113,323,971,774,971,4069,4812,833,400,0,2324,3193,400,446,381,32440,75,752,0,5292,3753,3753,1648
4,57,22116,59094,20872,51,55,192,95,3443,3943,3961,3971,192,518,1901,1286,1901,5127,6638,908,822,0,5015,6754,822,873,364,33404,85,528,0,6902,6090,5602,496
4,58,22514,60101,20848,65,67,184,55,3508,4008,4026,4036,184,533,1462,1269,1462,4682,5862,723,648,0,4329,5649,648,625,390,34103,54,617,0,6064,5788,5788,638
4,59,22906,61103,20848,88,85,251,35,3596,4096,4126,4136,251,788,1823,1792,1822,5295,7047,447,388,0,5012,5948,388,500,310,34323,36,657,0,6178,5725,5725,416
4,60,23345,62110,21612,37,40,164,63,3633,4133,4163,4173,164,559,1371,1215,1371,4577,5702,596,558,0,3875,4950,557,474,613,35068,100,747,0,5775,5243,5243,709
4,61,23763,63124,21676,61,56,195,76,3694,4194,4224,4234,195,519,1315,1299,1315,4876,6286,710,446,0,3900,4854,447,470,456,35333,88,636,0,6034,5029,5028,976
4,62,24207,64130,21076,64,73,208,72,3758,4258,4288,4298,208,766,1878,1598,1877,5517,7145,804,808,0,5183,6938,808,900,463,36698,89,607,0,7160,5961,5962,0
4,63,24612,65140,23380,14,25,127,75,3772,4272,4302,4312,127,304,825,812,825,3845,4753,632,347,0,2740,3500,346,382,538,37073,77,511,0,4868,4788,4788,1288
4,64,25021,66147,22256,101,81,196,29,3873,4373,4385,4395,196,754,1740,1538,1740,5273,6828,1106,909,0,5691,7415,910,759,474,37927,110,494,0,7316,6542,6542,436
4,65,25402,67150,22088,72,70,209,0,3945,4445,4475,4485,209,885,1554,1721,1554,4627,6406,557,523,0,4241,5519,523,710,244,38224,45,436,0,5721,5302,5302,277
4,66,25782,68162,22088,70,76,171,11,4015,4515,4535,4545,171,852,1619,1536,1619,4903,6428,535,604,0,4686,5796,604,456,303,38934,62,446,0,6072,5549,5549,40
4,67,26157,69165,22088,50,44,191,43,4065,4565,4595,4605,191,697,1229,1461,1228,4898,6361,494,587,0,4171,5256,587,450,234,39636,31,444,0,6023,5274,5274,58
4,68,26509,70177,22088,66,65,171,11,4131,4631,4661,4671,171,704,1306,1388,1306,4238,5655,417,409,0,3605,4433,409,376,288,40125,69,427,0,5106,4736,4736,362
4,69,26967,71193,25160,11,14,187,115,4142,4642,4672,4682,187,535,1009,1283,1009,5398,6192,854,357,0,2643,3261,357,232,701,40531,148,920,0,6602,4683,4512,1696
4,70,27433,72202,27080,27,23,156,96,4169,4669,4699,4709,156,578,1383,1202,1383,5509,6597,1662,776,0,3208,4599,776,586,1005,41526,226,1037,0,7933,7950,4587,1684
4,71,27795,73360,25340,60,60,229,107,4229,4729,4759,4769,229,128,1620,1044,1620,3702,5200,877,625,0,4611,6257,625,979,400,42093,52,583,0,5238,5951,5332,771
4,72,28414,74546,26492,30,27,97,46,4259,4759,4789,4799,97,172,512,560,512,3636,4060,303,61,0,2102,2304,61,118,531,42318,47,811,0,3177,2798,2738,1547
4,73,28820,75563,26476,30,30,175,112,4289,4789,4819,4829,175,326,1551,1026,1550,4690,5531,945,509,0,3961,4920,509,408,705,43238,111,996,0,5993,6568,4854,1542
4,74,29186,76568,24984,73,86,192,27,4362,4862,4892,4902,192,682,2043,1450,2043,4874,6735,877,630,0,5892,7512,630,935,346,43774,59,584,0,6426,6074,6073,103
4,75,29523,77580,24984,63,50,171,40,4425,4925,4955,4965,171,607,1155,1291,1156,4116,5527,415,334,0,3346,4038,334,318,314,43786,52,466,0,4904,4403,4404,473
4,76,29853,78591,24984,29,41,166,70,4454,4954,4984,4994,166,662,1283,1326,1283,4859,6082,541,489,0,3648,4553,489,372,219,44549,61,570,0,5924,4301,4301,223
4,77,30344,79601,24984,21,17,128,79,4475,4975,5001,5001,128,464,756,976,756,3605,4207,626,430,0,2275,2962,430,222,433,45211,59,948,0,4681,3598,3598,886
4,78,30592,80601,24984,26,18,32,4,4501,5001,5001,5001,32,341,782,469,781,2155,3554,342,353,0,2568,3506,353,530,0,45459,0,18,0,2898,2620,2620,0
4,79,30608,81602,24984,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,18,0,0,0,0,46,0,0,0,45441,0,0,0,50,50,50,4
4,80,30619,82603,24984,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,45441,0,0,0,45,45,45,0
4,81,30629,83604,24984,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,45441,0,0,0,50,50,50,0
4,82,30640,84605,24984,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,45441,0,0,0,50,50,50,0
4,83,30656,85606,24984,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,45441,0,0,0,50,48,48,0
2,0,367,1043,8192,115,115,278,14,1,116,146,156,278,936,1665,2048,1665,4874,6454,247,302,0,4210,4793,302,234,147,229,16,468,0,5473,4796,4796,3
2,1,714,2073,10752,34,51,166,30,1,150,180,190,166,736,1303,1400,1304,4212,5590,299,395,0,3497,4150,395,214,336,612,64,494,0,4951,4315,4315,170
2,2,1088,3090,11392,97,81,221,0,1,247,277,287,221,884,1705,1768,1705,4957,6749,524,501,0,4374,5441,501,523,331,887,65,470,0,6032,5613,5613,346
2,3,1438,4106,15784,45,50,183,75,1,292,319,329,183,682,1461,1414,1461,5476,6703,629,524,0,4341,5331,524,424,622,1569,108,671,0,6570,6254,6254,1331
2,4,1853,5119,15712,99,93,255,24,1,391,418,428,255,501,2058,1521,2057,4327,6045,539,597,0,5741,7130,596,744,234,2139,33,474,0,5497,5843,5843,66
2,5,2271,6123,16992,90,96,251,15,1,481,511,521,251,734,1815,1738,1816,4869,6657,465,406,0,4958,5722,407,312,400,2714,89,436,0,5786,5748,5748,92
2,6,2616,7131,17248,93,87,205,12,74,574,603,613,206,703,1390,1525,1390,4804,6272,447,450,0,3516,4402,450,399,256,3084,41,501,0,5743,5275,5276,975
2,7,3050,8146,17504,82,82,249,45,156,656,686,696,249,906,1961,1902,1960,5776,7744,603,663,0,5881,7206,663,606,306,4069,39,438,0,7011,6264,6264,90
2,8,3429,9151,17504,79,87,222,12,235,735,765,775,222,896,1667,1784,1668,5401,7236,474,514,0,4585,5566,514,422,292,4659,65,387,0,6434,5707,5707,231
2,9,3768,10155,18016,78,82,211,5,313,813,839,849,211,833,1635,1677,1635,5151,6877,504,490,0,4246,5283,490,503,180,5153,34,339,0,6187,5423,5423,418
2,10,4155,11162,18016,90,78,251,12,403,903,933,943,251,871,1683,1875,1682,5295,6996,484,522,0,4961,6025,521,492,177,5999,32,513,0,6345,5966,5966,360
2,11,4504,12167,18144,47,60,143,14,450,950,964,974,143,790,1470,1362,1470,4604,6214,482,427,0,4061,4909,428,381,254,6435,58,265,0,5545,5168,5168,641
2,12,4904,13179,18144,55,43,202,45,505,1005,1035,1045,202,735,1423,1543,1423,4680,5959,548,472,0,4327,5384,472,538,262,7320,58,529,0,5745,5265,5265,529
2,13,5312,14298,18272,72,71,187,20,577,1077,1107,1117,187,756,1556,1504,1556,5024,6540,611,447,0,4823,5835,447,515,261,7829,55,565,0,5643,5234,5234,128
2,14,5705,15303,18528,60,62,195,32,637,1137,1167,1177,195,802,1442,1582,1442,5157,6879,459,550,0,4103,5123,550,421,202,8431,55,425,0,6211,5167,5167,189
2,15,6073,16308,18784,69,67,174,27,706,1206,1223,1233,174,701,1272,1397,1272,4771,6108,504,326,0,3624,4322,326,337,273,8700,51,486,0,5637,5338,5338,1229
2,16,6509,17330,19032,44,50,198,71,750,1250,1280,1290,198,727,1539,1519,1539,5565,6902,755,719,0,5294,6731,719,666,483,9660,95,683,0,7040,6411,6411,1028
2,17,6897,18341,20492,52,48,190,98,802,1302,1332,1342,190,500,1239,1260,1238,4882,6209,713,629,0,4464,5776,628,643,425,10558,73,627,0,6252,6927,5802,1095
2,18,7313,19354,19784,58,54,222,102,860,1360,1390,1400,222,456,1807,1344,1807,5297,6727,1157,811,0,5591,7365,812,915,523,11560,98,559,0,7299,7773,7328,1079
2,19,7718,20387,19324,118,118,258,19,978,1478,1508,1518,258,426,1954,1458,1955,4277,5902,610,380,0,5813,7030,380,785,195,12040,28,428,0,5312,6183,6183,232
2,20,8129,21399,19580,62,62,206,27,1040,1540,1570,1580,206,847,1640,1671,1639,5286,6737,596,571,0,4970,6075,571,484,370,12869,69,648,0,6498,5869,5869,40
2,21,8516,22402,19416,54,54,211,33,1094,1594,1624,1634,211,771,1565,1615,1566,5459,7042,713,475,0,4373,5582,475,694,361,13325,72,680,0,6697,6359,6359,817
2,22,8897,23407,19256,83,83,222,52,1177,1677,1707,1717,222,791,1793,1679,1793,5366,7306,685,689,0,5128,6525,689,661,204,13640,32,419,0,6785,5920,5828,120
2,23,9261,24418,19256,90,96,201,1,1267,1767,1797,1807,201,807,1660,1611,1660,4586,6182,484,514,0,4168,5188,514,461,228,14136,45,440,0,5540,5163,5163,166
2,24,9613,25564,19256,52,42,184,50,1319,1819,1849,1859,184,625,1149,1361,1148,4678,5986,463,499,0,3541,4494,499,409,288,14523,60,515,0,5670,4392,4392,65
2,25,9994,26693,20024,31,31,156,84,1350,1850,1880,1890,156,582,1113,1206,1114,4809,6071,518,651,0,3282,4333,651,352,227,15237,49,581,0,5813,4230,4230,231
2,26,10361,27701,19440,67,74,223,30,1417,1917,1947,1957,223,757,1514,1649,1513,4624,6439,432,505,0,3989,4981,505,443,219,15558,43,415,0,5611,5161,5161,413
2,27,10736,28711,19440,50,56,179,23,1467,1967,1997,2007,179,672,1339,1388,1340,4187,5564,441,513,0,3691,4675,513,427,208,16097,54,426,0,5181,4532,4532,290
2,28,11134,29726,19696,25,16,148,82,1492,1992,2022,2032,148,680,1225,1272,1225,5298,6337,661,502,0,3728,4770,502,500,472,16675,79,703,0,6439,5238,5238,788
2,29,11518,30733,19696,76,69,173,44,1568,2068,2088,2098,173,725,1367,1417,1367,5129,6775,747,933,0,4583,6126,933,571,385,17660,83,474,0,6853,5929,5929,591
2,30,11864,31749,19440,86,86,212,9,1654,2154,2184,2194,212,991,1585,1839,1585,4778,6657,399,583,0,4303,5449,583,511,188,18183,21,438,0,5718,4938,4938,115
2,31,12200,32755,19440,97,106,266,19,1751,2251,2281,2291,266,1064,1865,2128,1864,5716,7865,315,405,0,4631,5337,405,253,192,18550,49,417,0,6481,5304,5304,109
2,32,12573,33760,19440,76,68,203,0,1827,2327,2357,2367,203,839,1600,1651,1601,4724,6407,512,458,0,4102,5065,458,462,207,18945,44,436,0,5744,5424,5424,468
2,33,12989,34774,19440,66,79,201,17,1893,2393,2422,2432,201,842,1558,1646,1559,4851,6484,502,514,0,4267,5260,514,432,291,19412,70,400,0,5911,4991,4991,199
2,34,13354,35788,19440,64,54,197,31,1957,2457,2487,2497,197,814,1513,1602,1513,5088,6645,557,602,0,4221,5387,602,522,286,19855,76,445,0,6291,5588,5588,453
2,35,13719,36789,19440,80,77,171,1,2037,2537,2553,2563,171,793,1458,1477,1458,4729,6313,599,626,0,4158,5328,626,500,298,20570,68,343,0,5999,5248,5248,375
2,36,14091,37791,19440,89,88,238,27,2126,2626,2656,2666,238,1002,1581,1954,1581,5117,6828,367,554,0,4102,5099,554,394,277,21373,34,586,0,6083,4823,4823,102
2,37,14453,38802,19440,78,90,205,35,2204,2704,2730,2740,205,827,1276,1647,1276,4671,6550,347,425,0,3327,4091,425,295,283,21497,55,354,0,5493,4434,4434,445
2,38,14844,39812,19440,69,65,202,9,2273,2773,2803,2813,202,838,1582,1646,1582,4602,6216,529,523,0,4161,5219,523,488,246,22116,53,398,0,5682,4885,4885,116
2,39,15220,40823,19440,76,68,235,25,2349,2849,2879,2889,235,839,1739,1779,1739,5042,6866,590,447,0,4183,5087,447,420,521,22425,81,353,0,6053,5656,5656,717
2,40,15582,41831,19440,78,80,230,7,2427,2927,2957,2967,230,1009,1902,1929,1902,5431,7234,456,505,0,4697,5719,505,468,297,23359,74,486,0,6434,5480,5480,508
2,41,16002,42843,19540,53,60,184,42,2480,2980,3010,3020,184,671,1477,1407,1477,4792,6032,636,688,0,4559,5874,688,578,402,24458,76,652,0,6140,5758,5758,412
2,42,16375,43851,19404,80,79,182,17,2560,3060,3090,3100,182,771,1526,1499,1527,4642,6270,706,695,0,4535,5977,695,701,419,24915,65,525,0,6089,5713,5713,160
2,43,16725,44864,19404,80,74,197,3,2640,3140,3151,3161,197,811,1604,1599,1604,4906,6744,450,446,0,4249,5151,446,412,193,25378,43,287,0,5835,5141,5141,228
2,44,17130,45869,19532,50,54,203,24,2690,3190,3220,3230,203,770,1497,1582,1497,4704,5985,490,585,0,4140,5177,585,405,316,26395,70,588,0,5824,5198,5198,261
2,45,17520,46888,19532,69,62,159,15,2759,3259,3289,3299,159,696,1403,1332,1403,4336,5843,681,528,0,4184,5302,528,547,313,26902,74,427,0,5497,5637,5637,636
2,46,17953,47896,19660,80,80,192,23,2839,3339,3369,3379,192,686,1573,1454,1573,4430,5864,430,484,0,4498,5548,484,522,233,27469,38,447,0,5369,5339,5339,449
2,47,18345,48904,19660,74,79,204,30,2913,3413,3434,3444,204,792,1550,1608,1550,5356,7038,480,564,0,4510,5576,564,453,277,28057,77,375,0,6395,5508,5508,385
2,48,18735,50008,19660,45,43,179,30,2958,3458,3488,3498,179,677,1240,1393,1240,4025,5370,577,474,0,3648,4644,474,481,347,28536,75,423,0,5109,4390,4390,219
2,49,19092,51132,20300,30,27,128,70,2988,3488,3511,3521,128,657,1184,1169,1184,5202,6297,850,522,0,3985,4929,522,382,523,29171,98,497,0,6624,5093,5093,474
2,50,19455,52236,20300,33,41,162,64,3021,3521,3541,3551,162,764,1453,1412,1453,5224,6858,715,750,0,4421,5755,750,541,327,30109,63,307,0,6492,5605,5605,612
2,51,19804,53256,20300,55,56,185,31,3076,3576,3606,3616,185,785,1381,1525,1381,4469,5655,480,575,0,3914,5044,575,504,382,30890,82,645,0,5568,4478,4478,95
2,52,20188,54264,20300,88,79,221,26,3164,3664,3694,3704,221,860,1478,1744,1478,5355,7125,517,542,0,4290,5291,542,415,362,31479,72,620,0,6464,5660,5660,464
2,53,20602,55272,20300,113,114,236,19,3277,3777,3807,3817,236,835,1730,1779,1730,5231,7236,458,633,0,4701,5923,633,540,168,31862,30,395,0,6367,5609,5609,155
2,54,20981,56280,20300,67,67,209,16,3344,3844,3874,3884,209,814,1526,1650,1526,4873,6461,458,526,0,4218,5142,526,356,419,32460,68,457,0,5902,5552,5552,566
2,55,21339,57287,20556,41,40,188,80,3385,3885,3915,3925,188,567,1193,1319,1193,5069,6165,529,456,0,3593,4468,456,383,332,32817,68,679,0,6085,4988,4988,1177
2,56,21827,58295,20704,32,34,170,90,3417,3917,3947,3957,170,559,1184,1239,1184,4571,5855,680,577,0,3353,4418,577,449,383,33588,51,635,0,5867,4193,4052,844
2,57,22229,59304,20552,63,61,196,45,3480,3980,4010,4020,196,844,1684,1628,1683,5346,7171,695,714,0,5490,6864,714,605,236,34192,57,438,0,6795,6134,6134,115
2,58,22545,60308,20552,61,61,162,31,3541,4041,4071,4081,162,672,1209,1320,1210,4379,5616,507,422,0,3601,4424,422,361,247,34598,40,521,0,5296,4807,4807,538
2,59,22919,61309,20552,62,68,209,13,3603,4103,4133,4143,209,967,1869,1803,1869,5383,7150,391,510,0,4811,5744,510,373,397,35395,56,557,0,6333,5497,5497,320
2,60,23249,62312,20552,58,62,155,11,3661,4161,4188,4198,155,655,1237,1275,1237,4126,5569,466,398,0,3682,4548,398,423,242,35653,34,389,0,5035,4616,4616,390
2,61,23654,63325,20552,58,56,240,95,3719,4219,4249,4259,240,757,1556,1717,1556,5466,6663,503,577,0,4703,5716,577,387,583,36763,90,909,0,6584,5445,5445,130
2,62,23996,64334,20808,51,57,141,20,3770,4270,4290,4300,141,651,1315,1215,1315,4558,6368,621,571,0,3950,5085,571,522,293,37052,52,314,0,5520,5454,5454,551
2,63,24384,65339,20936,42,28,156,70,3812,4312,4333,4343,156,601,972,1225,972,4360,5321,512,525,0,3178,4070,525,327,428,37660,81,578,0,5441,4297,4297,821
2,64,24760,66345,21064,57,57,187,50,3869,4369,4399,4409,187,779,1485,1527,1484,5271,6719,828,802,0,4866,6455,802,738,334,38756,63,657,0,6951,6076,6076,442
2,65,25174,67353,21064,82,83,224,7,3951,4451,4468,4478,224,859,1658,1755,1658,5236,7346,556,592,0,4511,5615,592,464,356,38865,72,309,0,6364,5651,5651,509
2,66,25539,68361,21064,73,77,220,21,4024,4524,4554,4564,220,846,1677,1726,1677,4993,6641,541,536,0,4834,5989,536,569,217,39720,54,387,0,6120,5506,5506,50
2,67,25883,69369,21448,43,50,156,54,4067,4567,4597,4607,156,602,964,1226,964,4178,5230,391,451,0,2822,3609,451,298,211,40377,29,560,0,5065,4469,4469,910
2,68,26323,70375,21044,63,53,199,57,4130,4630,4658,4668,199,800,1638,1596,1639,5470,7215,576,604,0,4912,6097,604,530,389,41181,76,433,0,6698,5625,5625,453
