pid,round,cpu,wc,ram,logged,decided,agr_rounds,window_top,window_bot,beb_s,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,fl_s,fl_r,fl_rq,msgs_in_q
3,25,9678,26239,5376,199,193,515,4680,4711,515,4063,4117,4063,10368,14404,632,595,0,10535,11851,595,671,246,1404,41,11631,11357,11357,65
3,26,10068,27246,5376,203,203,614,4883,4914,614,4734,4749,4733,12542,17085,607,491,0,12219,13366,491,607,506,1456,61,13690,13574,13574,274
3,27,10456,28254,5376,194,194,545,5077,5108,545,4499,4453,4499,11149,15703,753,665,0,12190,13599,664,698,527,1440,51,12600,13697,13697,372
3,28,10837,29261,5376,137,137,423,5214,5245,423,3061,3094,3061,8612,11817,409,391,0,8546,9444,392,457,241,1478,14,9458,9156,9156,97
3,29,11252,30265,5376,139,139,631,5353,5384,631,4369,4356,4369,10992,15184,458,453,0,10697,11656,453,458,209,1518,38,11953,11563,11563,76
3,30,11684,31266,5376,136,136,523,5489,5520,523,3974,3968,3974,9950,14108,541,522,0,10777,11885,522,536,349,1479,57,11059,11809,11809,0
3,31,12120,32278,5376,108,109,630,5597,5628,630,4243,4265,4243,11071,15170,589,507,0,10855,11990,507,582,134,1380,17,12188,11991,11991,46
3,32,12537,33283,5376,143,143,591,5740,5771,591,4428,4390,4428,12033,16555,442,618,0,11416,12532,618,449,382,1626,40,13143,12589,12589,103
3,33,12927,34286,5376,118,117,474,5858,5889,474,3294,3337,3293,8911,12260,363,317,0,9167,9873,317,342,292,1494,23,9636,9827,9827,57
3,34,13320,35292,5376,125,125,527,5983,6014,527,3948,3930,3948,10230,14237,503,442,0,9921,10935,442,524,173,1446,21,11224,11030,11030,152
3,35,13740,36297,5376,140,140,576,6123,6154,576,4183,4182,4184,10760,14897,545,604,0,10515,11714,604,545,320,1446,23,11929,11878,11878,369
3,36,14155,37339,5376,72,72,431,6195,6226,431,2891,2902,2892,7206,10218,297,316,0,7676,8308,316,272,236,1488,26,7863,8241,8241,302
3,37,14569,38348,5376,92,94,546,6287,6318,546,3672,3660,3671,9711,13143,468,468,0,9708,10703,468,476,140,1685,34,10697,10435,10435,88
3,38,14990,39350,5376,161,159,616,6448,6479,616,4466,4466,4466,11533,15950,451,454,0,11667,12619,454,451,519,1637,38,12482,12650,12650,119
3,39,15415,40352,5376,87,89,633,6535,6566,633,4057,4080,4057,10517,14775,446,466,0,10851,11811,466,446,58,1605,4,11474,11797,11797,105
3,40,15840,41354,5376,165,170,647,6700,6731,647,4572,4540,4572,11850,16206,493,553,0,11966,13059,553,493,314,1739,33,12938,12998,12999,48
3,41,16220,42355,5376,176,169,725,6876,6907,725,5073,5096,5073,13490,18405,491,491,0,12976,14001,491,485,223,1724,16,14521,14041,14041,88
3,42,16602,43385,5504,118,118,700,6994,7025,700,4667,4647,4667,12261,17250,541,487,0,12224,13297,487,541,167,1711,25,13334,13423,13423,214
3,43,17087,44402,5504,37,42,283,7031,7062,283,1941,1924,1940,4545,6456,237,225,0,5020,5517,225,227,237,1626,28,5052,5097,5097,8
3,44,17483,45407,5632,83,90,357,7114,7145,357,2582,2560,2582,6444,9095,374,361,0,6799,7579,361,374,310,1630,52,7122,7552,7552,0
3,45,17878,46407,5632,127,120,620,7241,7272,620,4212,4235,4212,11012,15050,445,570,0,11153,12202,570,429,416,1860,63,12077,12302,12302,107
3,46,18314,47410,5632,166,161,718,7407,7438,718,5035,5034,5035,13223,18390,597,661,0,12940,14245,661,597,338,1997,19,14525,14283,14283,194
3,47,18745,48417,5632,211,211,797,7618,7649,797,5325,5358,5325,14503,19795,514,498,0,13902,14907,498,459,456,1850,49,15564,14909,14909,196
3,48,19198,49430,5632,116,116,598,7734,7765,598,4112,4133,4112,10167,14275,326,456,0,10559,11423,456,363,418,1920,33,10994,11362,11362,135
3,49,19608,50433,5632,144,144,626,7878,7909,626,4592,4548,4592,11536,15991,571,551,0,12015,13185,551,571,163,2080,20,12703,13068,13068,18
3,50,20028,51444,5632,116,121,740,7994,8025,740,4861,4851,4861,12733,17727,539,594,0,12466,13649,594,539,556,2037,73,13916,13652,13652,22
3,51,20414,52455,5632,163,158,672,8157,8188,672,4917,4954,4917,12561,17394,638,518,0,12699,13904,518,638,344,1921,16,13767,14158,14158,276
3,52,20822,53461,5632,141,141,492,8298,8329,493,3599,3583,3600,9138,12956,320,405,0,9717,10487,405,320,119,1917,8,9908,10149,10149,45
3,53,21255,54464,5632,54,67,446,8352,8383,445,3294,3244,3293,8681,12063,378,404,0,8171,8974,404,349,346,1861,29,9507,8956,8956,41
3,54,21673,55465,5632,146,133,623,8498,8529,622,4414,4465,4414,11492,15582,577,440,0,11175,12269,440,606,346,1864,39,12557,12288,12288,60
3,55,22079,56468,5632,125,125,486,8623,8654,486,3630,3614,3630,9670,13443,359,427,0,10033,10844,427,337,474,2137,38,10501,10825,10825,41
3,56,22499,57482,5632,68,68,424,8691,8722,424,3045,3057,3045,7739,10818,373,414,0,8307,9162,414,393,94,2155,8,8551,9178,9178,77
3,57,22880,58483,5632,158,163,648,8849,8880,649,4438,4454,4438,10996,15271,438,478,0,11201,12164,478,438,280,2447,16,11957,12077,12077,0
3,58,23287,59487,5632,165,160,651,9014,9045,651,4688,4676,4689,12633,17505,383,370,0,12555,13358,370,383,331,2138,70,13436,13497,13497,139
3,59,23736,60494,5632,106,111,484,9120,9151,484,3464,3435,3463,8860,12276,518,394,0,8845,9792,393,505,133,2277,31,9820,9702,9702,49
3,60,24182,61502,5632,94,89,530,9214,9244,530,3583,3629,3583,8941,12469,403,327,0,8938,9728,328,416,220,2285,25,9712,9679,9679,0
3,61,24577,62520,5632,113,115,491,9327,9358,491,3443,3414,3443,10016,13481,514,397,0,9821,10782,397,514,244,2365,47,10976,10800,10800,38
3,62,25005,63524,5632,137,138,641,9464,9495,641,4323,4322,4323,10924,15211,626,561,0,11517,12729,561,606,161,2682,26,12155,12794,12794,122
3,63,25397,64527,5632,140,141,584,9604,9635,584,4372,4347,4372,11519,15930,554,459,0,11896,12948,459,543,335,2398,43,12579,12916,12916,90
3,64,25800,65531,5632,87,83,392,9691,9722,392,2803,2805,2803,7349,10319,363,372,0,7215,7982,372,351,261,2542,34,8113,8048,8048,173
3,65,26201,66533,5632,191,191,808,9882,9913,808,5606,5589,5606,14077,19559,581,453,0,14596,15680,453,581,168,2483,18,15161,15549,15549,42
3,66,26491,67533,5632,119,119,441,10001,10001,441,3108,3037,3108,8093,11591,419,444,0,8385,9297,444,419,0,2369,0,9004,9255,9255,0
3,67,26502,68534,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,68,26518,69535,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,69,26538,70536,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2369,0,50,50,50,1
3,70,26551,71537,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,49,49,0
3,71,26560,72537,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,72,26575,73538,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2369,0,50,50,50,4
3,73,26588,74539,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,45,46,46,0
3,74,26602,75540,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,75,26615,76540,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,76,26625,77541,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,77,26633,78542,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,78,26646,79542,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,79,26660,80543,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,80,26673,81544,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,81,26689,82544,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,82,26702,83545,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,83,26718,84545,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,84,26737,85546,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,85,26749,86547,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,86,26760,87548,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,87,26772,88549,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,88,26785,89556,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,89,26797,90558,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,90,26814,91559,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2369,0,50,50,50,0
3,91,26825,92560,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,47,0,0,0,2369,0,45,47,47,0
3,92,26846,93561,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2369,0,50,48,48,0
1,0,322,1040,4992,130,131,405,131,162,405,3205,3283,3205,8587,11537,434,396,0,8296,9148,396,409,216,96,74,9466,9356,9356,208
1,1,721,2045,5120,207,207,572,338,369,572,4626,4637,4626,12001,16421,625,573,0,12130,13400,573,650,439,78,60,13229,13328,13328,138
1,2,1099,3053,5376,205,206,549,543,574,549,4565,4550,4565,11706,16226,595,704,0,11732,13079,704,595,541,184,74,13054,13053,13053,112
1,3,1455,4056,5376,191,189,462,734,765,462,3841,3864,3841,10537,14507,708,625,0,10647,11964,625,645,317,176,85,11913,12102,12102,251
1,4,1838,5057,5376,220,220,656,954,985,656,5062,5070,5063,13031,17970,638,736,0,13774,15245,736,689,259,367,44,14449,15125,15125,168
1,5,2234,6063,5376,187,189,523,1141,1172,523,4328,4276,4327,11003,15256,705,639,0,11405,12744,639,651,677,403,63,12349,12584,12584,8
1,6,2546,7065,5504,131,131,348,1272,1303,348,2871,2899,2872,8920,12045,710,342,0,7831,8604,342,400,451,108,91,10022,9826,9826,1231
1,7,2780,8122,5504,112,110,280,1384,1415,280,2307,2302,2306,5957,8145,497,523,0,6637,8070,523,841,93,213,11,7027,6838,6838,35
1,8,3143,9128,5504,197,197,568,1581,1612,568,4359,4369,4359,11381,15763,647,804,0,11056,12556,804,647,215,398,35,12865,12614,12614,113
1,9,3536,10130,5504,154,157,467,1735,1766,467,3704,3678,3704,9730,13321,694,558,0,9648,10874,558,622,521,321,72,11011,10828,10828,68
1,10,3934,11139,5504,189,191,544,1924,1954,544,4255,4256,4256,11818,16180,513,625,0,10936,12158,625,548,421,335,37,13006,12291,12291,201
1,11,4296,12159,5504,179,174,531,2103,2134,531,4123,4133,4122,10966,15003,480,621,0,11298,12484,621,517,523,339,61,12089,12432,12431,251
1,12,4667,13163,5504,195,196,550,2298,2329,550,4500,4478,4500,11534,16011,651,647,0,11756,13103,647,651,120,586,29,12877,12843,12843,5
1,13,5066,14167,5504,208,207,593,2506,2537,593,4501,4535,4501,12140,16806,566,671,0,11766,13051,671,566,224,476,22,13366,13068,13068,172
1,14,5444,15174,5504,193,193,530,2699,2730,530,4351,4313,4351,11440,15716,553,567,0,11607,12697,567,476,573,536,77,12610,12923,12923,423
1,15,5833,16183,5504,196,197,566,2895,2926,566,4410,4412,4410,11833,16186,463,565,0,11429,12582,564,540,205,730,33,12878,12290,12290,131
1,16,6226,17188,5504,217,216,632,3112,3143,632,4794,4798,4794,12211,17307,578,749,0,12434,13808,750,578,444,464,37,13588,13867,13867,190
1,17,6592,18190,5504,170,173,446,3282,3313,446,3744,3765,3744,9900,13309,559,468,0,9625,10700,468,559,159,484,13,10974,10538,10538,28
1,18,6949,19190,5504,123,124,331,3405,3436,331,2719,2694,2720,7531,10447,452,485,0,7362,8239,485,355,313,698,53,8508,8903,8904,713
1,19,7307,20193,5504,110,106,271,3515,3546,271,2246,2274,2246,5206,7458,291,414,0,5939,6714,414,314,376,599,44,5956,6219,6219,218
1,20,7693,21202,5504,198,198,573,3713,3744,573,4365,4356,4364,11459,15786,609,703,0,11003,12407,703,651,244,797,25,12803,12319,12319,130
1,21,8097,22211,5504,185,185,504,3898,3929,504,4016,4022,4016,10704,14625,556,550,0,10989,12094,550,509,442,622,106,11822,11981,11981,107
1,22,8481,23212,5504,181,189,469,4079,4110,469,4037,3991,4037,10862,14915,689,708,0,10533,11927,708,637,394,731,68,12309,12090,12090,270
1,23,8895,24217,5504,216,208,574,4295,4326,574,4558,4594,4558,11942,16629,627,690,0,12167,13583,690,678,156,733,23,13309,13396,13396,83
1,24,9290,25226,5504,187,187,539,4482,4513,539,4348,4352,4347,11492,15739,610,617,0,11350,12589,617,575,319,691,66,12762,12498,12498,0
1,25,9678,26228,5504,177,177,506,4659,4690,506,3902,3934,3903,10941,14884,588,617,0,10047,11232,617,521,489,598,67,12163,11311,11311,79
1,26,10053,27239,5504,212,212,610,4871,4902,610,4746,4734,4745,12028,16747,428,690,0,12074,13307,690,495,303,762,57,13128,13094,13094,43
1,27,10477,28242,5504,204,204,634,5075,5106,634,4746,4736,4746,12738,17540,646,628,0,12017,13340,628,646,339,615,51,14055,13755,13755,458
1,28,10843,29246,5504,129,129,369,5204,5235,369,2936,2930,2936,8174,11185,466,353,0,8417,9269,353,452,318,835,23,9043,8942,8942,131
1,29,11249,30251,5632,137,137,558,5341,5372,558,4125,4099,4125,9920,13808,428,437,0,10462,11390,437,442,350,1051,46,10835,11241,11241,0
1,30,11652,31253,5632,128,131,611,5469,5500,611,4170,4214,4170,10881,15263,444,600,0,11237,12329,600,444,367,809,23,11968,12521,12521,192
1,31,12061,32259,5632,114,113,562,5583,5614,562,4054,4032,4053,10568,14565,626,441,0,10867,11980,441,626,91,1098,10,11681,11894,11894,110
1,32,12486,33265,5632,154,152,690,5737,5768,690,4734,4727,4734,12461,17107,527,500,0,12491,13567,500,527,256,845,52,13505,13697,13697,240
1,33,12877,34274,5632,108,109,459,5845,5876,459,3369,3350,3369,9051,12400,424,402,0,9402,10277,402,424,432,1223,31,9921,10119,10119,82
1,34,13257,35282,5632,148,138,583,5993,6024,583,4024,4093,4024,10457,14615,481,443,0,10897,11870,443,481,298,815,65,11411,11653,11653,1
1,35,13681,36290,5632,99,100,665,6092,6123,665,4497,4468,4497,11331,15798,659,555,0,11790,13012,555,619,488,1145,47,12594,13024,13024,13
1,36,14185,37310,5632,103,106,421,6195,6226,421,2893,2879,2894,8247,11298,333,277,0,7823,8438,277,298,342,801,30,8891,8976,8976,551
1,37,14636,38332,5632,91,87,507,6286,6317,507,3450,3464,3449,8932,12236,426,431,0,9320,10273,431,467,368,1042,50,9786,9872,9872,200
1,38,15056,39336,5632,158,158,679,6444,6463,679,4716,4664,4716,11589,16249,519,459,0,12389,13391,459,493,403,1050,33,12617,13270,13270,79
1,39,15476,40336,5632,91,91,603,6535,6566,603,3990,4051,3990,11040,15190,480,440,0,10109,11100,440,504,224,955,23,12005,11139,11139,118
1,40,15887,41347,5632,136,140,585,6671,6702,585,4235,4213,4236,11118,15277,467,506,0,11372,12392,506,469,341,1009,37,12138,12833,12833,560
1,41,16296,42348,5632,195,191,761,6866,6897,761,5201,5230,5200,12911,18043,550,517,0,13295,14412,517,550,277,1122,12,14023,13934,13934,84
1,42,16712,43353,5632,112,121,682,6978,7009,682,4790,4710,4790,12228,16982,541,504,0,13014,14079,504,511,218,916,35,13322,14139,14139,144
1,43,17080,44356,5632,65,56,205,7043,7074,205,1570,1617,1571,4190,5883,163,257,0,4104,4594,257,193,236,1072,22,4650,4470,4470,20
1,44,17467,45361,5632,70,70,389,7113,7144,389,2620,2621,2619,6633,9416,373,333,0,6980,7731,333,373,197,1051,30,7384,7781,7781,90
1,45,17933,46364,5632,116,116,536,7229,7260,536,3950,3944,3950,10582,14242,600,411,0,9882,10878,411,535,501,1170,47,11642,10921,10921,133
1,46,18342,47369,5632,171,172,762,7400,7431,762,5175,5171,5176,13026,18217,630,545,0,13311,14523,545,619,401,1105,48,14245,14532,14532,142
1,47,18732,48372,5632,185,184,743,7585,7616,743,5191,5232,5190,13646,18836,528,552,0,13827,14956,552,528,92,1277,9,14769,14851,14851,37
1,48,19147,49383,5632,126,138,517,7711,7742,517,3890,3805,3890,10318,14406,317,378,0,9887,10630,378,317,318,1149,33,11063,10691,10691,108
1,49,19587,50387,5632,146,134,675,7857,7888,675,4571,4619,4571,11837,16258,663,437,0,11824,12969,437,663,176,1176,8,12981,12953,12953,94
1,50,19970,51392,5632,126,126,594,7983,8014,594,4495,4496,4495,11525,15803,514,543,0,11866,12973,543,514,612,1627,76,12632,12907,12907,28
1,51,20396,52392,5632,153,153,742,8136,8167,742,5104,5105,5104,12810,18145,602,586,0,13337,14574,586,602,292,1096,10,14047,14687,14687,141
1,52,20801,53407,5632,151,151,669,8287,8318,669,4283,4322,4283,11524,16054,377,400,0,11681,12487,400,361,350,1143,18,12346,12497,12497,151
1,53,21231,54412,5632,104,102,473,8391,8420,473,3251,3217,3250,8151,11140,391,424,0,8585,9466,424,407,238,1196,41,9012,9219,9219,44
1,54,21630,55417,5632,122,122,566,8513,8544,566,4230,4227,4230,10840,15129,551,535,0,11035,12169,535,551,413,1117,34,11966,12026,12026,1
1,55,22066,56424,5632,84,86,641,8597,8628,641,4270,4280,4270,11151,15509,477,423,0,11013,11960,423,477,224,1134,21,12100,12075,12075,116
1,56,22458,57427,5632,61,75,363,8658,8689,363,2768,2722,2768,7492,10230,325,323,0,7302,7998,323,325,383,1105,43,8178,7970,7970,99
1,57,22886,58431,5632,170,157,596,8828,8859,596,4166,4212,4166,11251,15238,446,463,0,10814,11770,463,446,76,1405,7,12102,11747,11747,84
1,58,23298,59440,5632,168,168,692,8996,9027,692,4870,4879,4870,12911,17975,364,491,0,12599,13504,491,364,345,1051,21,13802,13772,13772,352
1,59,23727,60448,5632,109,112,508,9105,9136,508,3566,3550,3566,9142,12761,439,484,0,9312,10255,484,411,293,1203,34,10110,9999,9999,167
1,60,24153,61450,5632,110,105,477,9215,9246,477,3307,3344,3307,8372,11615,341,389,0,8339,9144,389,369,198,1250,9,9151,9067,9067,93
1,61,24541,62452,5632,105,105,458,9320,9348,458,3481,3443,3482,9489,13031,461,396,0,9564,10389,396,384,379,1051,51,10391,11067,11067,792
1,62,24943,63457,5632,134,133,499,9454,9464,499,3830,3757,3829,9906,13603,605,451,0,10173,11306,451,632,131,1520,18,10926,10508,10508,0
1,63,25359,64462,5632,127,131,692,9581,9612,692,4679,4719,4679,12181,16945,516,556,0,12244,13365,556,516,347,1196,75,13221,13305,13305,0
1,64,25763,65471,5632,82,88,474,9663,9694,474,3192,3164,3192,8373,11502,448,363,0,8569,9427,363,448,59,1491,9,9229,9413,9413,6
1,65,26161,66482,5632,197,190,779,9860,9891,779,5447,5462,5448,13537,18932,510,434,0,13936,14929,434,510,473,1508,45,14429,14918,14918,86
1,66,26497,67484,5632,141,138,438,10001,10001,438,3340,3256,3339,8732,12544,527,488,0,8767,9832,488,527,0,1253,0,9792,9746,9746,0
1,67,26509,68484,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,68,26523,69486,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,69,26534,70486,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1253,0,50,50,50,1
1,70,26549,71486,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,49,49,0
1,71,26561,72487,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,72,26570,73488,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1253,0,45,46,46,0
1,73,26583,74490,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,48,48,0
1,74,26593,75491,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,75,26603,76491,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,76,26613,77492,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,77,26624,78492,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,78,26639,79493,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,79,26651,80493,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,80,26662,81494,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,81,26674,82494,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,82,26683,83495,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,83,26696,84496,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,84,26705,85496,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,85,26716,86498,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,86,26726,87498,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,87,26735,88499,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,88,26780,89503,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,89,26789,90506,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,90,26805,91507,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1253,0,50,50,50,0
1,91,26815,92512,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1253,0,50,46,46,0
1,92,26831,93513,5632,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1253,0,45,49,49,0
