pid,round,cpu,wc,ram,logged,decided,agr_rounds,restarts,loaded_tail,active_tail,active_front,loaded_front,beb_s,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,fl_s,fl_r,fl_rq,msgs_in_q
5,15,3867,16047,4480,166,151,338,36,2865,3365,3387,3397,338,2533,2493,2533,6163,8548,225,214,0,6395,6884,214,225,121,152,15,6652,6943,6943,75
5,16,4193,17048,4480,262,275,564,20,3127,3627,3647,3657,564,4207,4317,4207,11772,16081,483,562,0,11279,12374,562,483,292,180,41,12861,12355,12355,56
5,17,4399,18049,4480,198,195,369,11,3325,3825,3846,3856,369,2920,2580,2920,6725,9434,292,201,0,7459,8002,201,292,193,72,24,7267,7987,7987,44
5,18,4643,19050,4480,244,233,538,41,3569,4069,4089,4099,538,3801,3474,3801,8954,12222,344,306,0,9609,10309,306,344,383,72,19,9654,10429,10429,164
5,19,4873,20053,4480,237,237,500,39,3806,4306,4326,4336,500,3485,3048,3485,7877,10907,329,204,0,9313,9896,204,329,208,163,10,8460,9721,9721,9
5,20,5085,21053,4480,218,218,438,24,4024,4524,4544,4554,438,3054,3183,3054,8297,11650,367,294,0,8304,9014,294,367,99,149,22,9003,9057,9057,52
5,21,5276,22054,4480,200,200,427,55,4224,4724,4744,4754,427,3318,2855,3317,7183,10008,282,223,0,8476,9031,223,282,209,140,18,7738,8985,8985,6
5,22,5590,23055,4480,239,250,479,20,4463,4963,4984,4994,479,3454,3600,3454,9598,13408,347,436,0,9262,10079,436,334,182,127,13,10426,10099,10099,26
5,23,5813,24056,4480,234,222,455,30,4697,5197,5217,5227,455,3126,3146,3126,7851,10527,213,233,0,8012,8521,233,226,460,287,23,8347,8514,8514,20
5,24,6093,25058,4480,226,227,490,40,4923,5423,5443,5453,490,3318,3693,3318,9578,13394,296,312,0,8580,9236,312,296,206,72,28,10236,9399,9399,183
5,25,6354,26059,4480,225,224,476,23,5148,5648,5668,5678,476,3373,3677,3373,9650,13604,337,459,0,8800,9646,459,337,105,117,10,10469,9469,9469,6
5,26,6589,27062,4480,190,186,433,38,5338,5838,5860,5870,433,3291,3291,3291,8388,11676,276,319,0,8511,9156,319,276,94,72,3,9033,9190,9190,40
5,27,6860,28062,4480,262,261,544,25,5600,6100,6120,6130,544,3645,3843,3646,9595,13000,368,303,0,9270,9989,303,368,195,372,33,10316,10000,10000,51
5,28,7136,29064,4480,263,260,490,5,5863,6363,6384,6394,490,3812,3523,3812,9597,13661,425,346,0,10397,11212,346,419,115,73,6,10418,11204,11204,43
5,29,7405,30065,4480,249,249,523,41,6112,6612,6632,6642,523,3434,3855,3434,10026,13673,294,340,0,9068,9757,340,300,242,75,18,10702,9771,9771,63
5,30,7645,31066,4480,241,249,534,29,6353,6853,6873,6883,534,3974,3280,3974,8361,11403,361,158,0,10493,11062,158,361,490,72,45,8930,11009,11009,10
5,31,7877,32068,4480,183,176,379,9,6536,7036,7057,7067,379,3083,2942,3083,8229,11614,324,319,0,8412,9104,319,324,146,185,32,8883,9090,9090,25
5,32,8105,33069,4480,243,245,528,49,6779,7279,7299,7309,528,3294,3356,3294,8444,11462,268,226,0,8402,8946,226,268,204,192,19,8988,8996,8996,75
5,33,8318,34070,4480,163,171,349,40,6942,7442,7464,7474,349,2700,2733,2700,7374,10485,270,254,0,7417,7991,254,270,32,95,4,7948,7992,7992,76
5,34,8633,35073,4480,282,271,604,11,7224,7724,7744,7754,604,4278,4544,4278,11785,15955,405,515,0,11020,11990,515,405,128,340,14,12755,11955,11955,43
5,35,8838,36076,4480,186,196,420,34,7410,7910,7931,7941,420,3168,3016,3168,8211,11550,295,252,0,8318,8915,252,295,24,83,4,8784,8856,8856,19
5,36,9058,37079,4480,199,201,434,46,7609,8109,8129,8139,434,2998,3075,2998,7795,10666,276,271,0,7643,8222,271,258,331,92,18,8392,8293,8293,90
5,37,9306,38085,4480,239,229,467,40,7848,8348,8368,8378,467,3175,3324,3175,8735,12046,260,263,0,8321,8904,263,273,318,81,22,9252,8809,8809,31
5,38,9573,39086,4608,217,228,462,6,8065,8565,8586,8596,462,3885,3570,3885,9681,13458,502,453,0,10187,11192,453,502,134,159,23,10686,11198,11198,46
5,39,9833,40091,4608,264,252,529,48,8329,8829,8849,8859,529,3292,3283,3292,8403,11428,341,234,0,8695,9320,234,341,73,348,5,9022,9311,9311,47
5,40,10111,41095,4608,214,213,447,41,8543,9043,9063,9073,447,3338,3649,3338,9384,12947,406,368,0,8863,9669,368,388,240,443,24,10208,9628,9628,6
5,41,10375,42096,4608,219,226,466,35,8762,9262,9282,9292,466,3421,3370,3421,8872,12474,308,272,0,8967,9613,272,326,268,73,29,9502,9624,9624,17
5,42,10606,43102,4608,226,219,450,38,8988,9488,9508,9518,450,3154,3031,3154,8042,10836,216,233,0,7953,8452,233,216,507,72,38,8536,8627,8627,194
5,43,10809,44103,4608,195,201,374,38,9183,9683,9703,9713,374,2754,2859,2754,7460,10533,265,235,0,7374,7924,235,265,287,72,17,8010,7708,7708,0
5,44,11037,45103,4608,183,176,379,41,9366,9866,9887,9897,379,2837,3119,2837,8332,11668,298,310,0,7287,7944,310,298,160,76,24,8977,8012,8012,68
5,45,11253,46104,4608,135,134,282,33,9501,10001,10001,10001,282,1868,2095,1868,5595,7845,200,208,0,5081,5537,208,200,0,72,0,6053,5468,5468,0
5,46,11265,47105,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,47,11278,48106,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,48,11290,49108,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,49,11303,50108,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,50,11317,51109,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,51,11331,52110,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,52,11347,53111,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,53,11363,54112,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,54,11380,55113,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,55,11396,56114,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,72,0,50,50,50,1
5,56,11410,57115,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,1
5,57,11421,58116,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,48,0,0,0,72,0,50,49,49,2
5,58,11431,59117,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,51,0,0,0,72,0,50,49,49,0
5,59,11447,60118,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,72,0,50,50,50,1
5,60,11458,61120,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,45,49,49,0
5,61,11475,62120,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,62,11489,63121,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,63,11504,64123,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,64,11516,65124,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,65,11531,66124,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,66,11540,67125,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,67,11550,68126,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,68,11559,69127,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,69,11567,70128,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,48,0,0,0,72,0,50,48,48,0
5,70,11577,71141,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,72,0,50,50,50,0
5,71,11583,72143,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,45,0,0,0,72,0,45,47,47,2
3,0,278,1006,4352,245,245,546,5,1,246,266,276,546,3945,3942,3945,10212,13694,406,467,0,9875,10797,467,406,277,244,21,11134,10871,10871,74
3,1,546,2015,4352,195,197,435,40,1,441,461,471,434,3213,3164,3213,8326,11313,336,326,0,8349,9060,326,336,282,264,35,9038,9198,9198,223
3,2,782,3017,4352,224,222,459,10,165,665,685,695,459,3383,3196,3382,8287,11746,307,316,0,9180,9853,316,307,81,259,9,8960,9701,9701,79
3,3,1052,4018,4352,181,199,384,22,346,846,867,877,384,2993,3091,2993,8246,11500,256,307,0,7788,8371,307,226,232,87,33,8859,8312,8312,20
3,4,1308,5020,4352,233,215,495,15,579,1079,1099,1109,495,3338,3550,3338,8890,12198,316,429,0,8147,8971,429,346,355,85,37,9685,9156,9156,209
3,5,1563,6022,4352,242,242,506,40,821,1321,1341,1351,506,3457,3790,3457,9884,13588,399,394,0,9006,9849,394,399,320,330,33,10727,9686,9686,46
3,6,1831,7024,4480,205,209,470,40,1026,1526,1546,1556,470,3377,3581,3377,9400,12951,392,323,0,8847,9546,323,329,480,83,64,10162,9573,9573,73
3,7,2087,8026,4480,215,211,436,40,1241,1741,1761,1771,436,3121,3313,3121,8725,12167,261,378,0,8185,8936,378,324,405,66,33,9409,8854,8854,0
3,8,2307,9026,4480,179,179,364,22,1420,1920,1940,1950,364,2785,2815,2785,7462,10633,304,349,0,7373,8076,349,304,83,67,12,8165,8076,8076,0
3,9,2543,10027,4480,231,231,475,23,1651,2151,2171,2181,475,3265,3341,3265,8542,11760,334,342,0,8453,9179,342,334,157,69,8,9268,9189,9189,10
3,10,2762,11027,4480,211,211,450,29,1862,2362,2382,2392,450,3106,3127,3106,8507,11540,255,285,0,8079,8669,285,255,112,288,11,9097,8697,8697,38
3,11,2968,12028,4480,166,185,368,51,2028,2528,2548,2558,368,3016,2828,3016,7422,10302,304,293,0,7744,8391,293,304,121,292,22,8069,8401,8401,48
3,12,3179,13029,4480,202,183,406,19,2230,2730,2750,2760,406,2756,2765,2756,7215,10144,295,252,0,7259,7856,252,295,31,70,4,7812,7851,7851,43
3,13,3412,14029,4480,260,260,535,4,2490,2990,3010,3020,535,3866,3188,3866,8020,10777,373,270,0,10015,10695,270,360,156,182,16,8713,10652,10652,0
3,14,3643,15030,4480,189,191,431,60,2679,3179,3199,3209,431,3186,2946,3186,7729,10908,244,213,0,8279,8797,213,257,371,66,44,8229,8905,8905,122
3,15,3832,16031,4480,187,191,380,41,2866,3366,3386,3396,380,2649,2687,2649,6817,9578,234,230,0,6826,7339,230,234,246,73,10,7330,7365,7365,148
3,16,4167,17033,4480,262,265,607,11,3128,3628,3648,3658,607,4228,4550,4228,11980,16234,547,554,0,10968,12117,554,547,264,328,42,13130,12093,12093,124
3,17,4380,18033,4480,216,207,408,28,3344,3844,3864,3874,408,2838,2978,2838,8030,11228,308,261,0,7737,8356,261,308,61,317,6,8643,8267,8267,37
3,18,4632,19035,4480,222,228,463,40,3566,4066,4086,4096,463,3360,3569,3360,9128,12486,361,293,0,8610,9312,293,359,120,123,5,9832,9390,9390,115
3,19,4879,20038,4480,212,222,464,40,3778,4278,4299,4309,464,3287,3713,3287,9665,13724,285,395,0,8672,9404,395,287,43,133,3,10395,9265,9265,3
3,20,5118,21039,4480,215,216,431,7,3993,4493,4514,4524,431,3148,3176,3148,8460,11677,317,374,0,7920,8661,374,317,119,70,10,9201,8671,8671,16
3,21,5348,22043,4480,234,217,452,27,4227,4727,4733,4743,452,3174,3359,3175,8458,11590,242,276,0,7993,8561,276,242,441,66,32,9016,8609,8609,65
3,22,5691,23045,4480,223,225,480,18,4450,4950,4970,4980,480,3640,3149,3639,8355,11604,430,317,0,9386,10180,317,430,388,210,30,9152,10320,10320,205
3,23,5937,24048,4480,203,199,408,54,4653,5153,5175,5185,408,2841,2966,2840,7642,10747,244,214,0,7534,8042,214,244,151,116,12,8146,7907,7907,70
3,24,6195,25049,4480,235,249,482,28,4888,5388,5408,5418,482,3591,3227,3591,8170,11067,278,244,0,8888,9459,244,278,310,155,33,8742,9593,9593,208
3,25,6457,26051,4480,261,247,504,41,5149,5649,5669,5679,504,3474,3668,3473,9369,13067,403,318,0,9191,9962,318,403,102,66,9,10140,9769,9769,29
3,26,6727,27052,4480,246,245,511,27,5395,5895,5915,5925,511,3409,3823,3409,9819,13760,272,371,0,9036,9728,371,272,16,75,2,10512,9720,9720,21
3,27,6961,28054,4480,178,184,393,31,5573,6073,6093,6103,393,3203,3100,3203,7845,10923,337,289,0,7928,8531,289,264,503,66,73,8514,8582,8582,72
3,28,7267,29055,4608,260,274,591,20,5833,6333,6354,6364,591,4173,4581,4173,12302,17153,385,569,0,10653,11730,569,458,100,169,7,13285,11633,11633,1
3,29,7505,30056,4608,234,217,472,29,6067,6567,6587,6597,472,3600,2795,3600,7362,10154,314,192,0,9514,10070,192,314,85,66,4,7918,10118,10118,50
3,30,7750,31057,4608,256,258,513,27,6323,6823,6843,6853,513,3530,3783,3530,9939,13538,316,324,0,8985,9674,324,316,147,272,9,10628,9714,9714,90
3,31,8003,32063,4608,240,236,492,39,6563,7063,7083,7093,492,3429,3576,3429,9323,12610,352,353,0,9448,10181,353,329,119,611,31,10078,10112,10112,29
3,32,8214,33064,4608,175,185,362,22,6738,7238,7258,7268,362,2802,2778,2802,7279,10444,256,275,0,7261,7854,275,270,184,121,11,7855,7837,7837,20
3,33,8415,34066,4608,193,202,374,42,6931,7431,7452,7462,374,2824,2881,2824,7792,10879,247,282,0,7471,8058,282,256,74,66,11,8358,8041,8041,3
3,34,8711,35075,4608,273,254,584,4,7204,7704,7724,7734,584,4314,4027,4314,10284,13956,482,395,0,11008,11933,395,482,202,182,26,11211,12011,12011,81
3,35,8934,36076,4608,207,216,411,12,7411,7911,7931,7941,411,3149,3223,3149,8778,12197,266,351,0,8062,8730,351,266,163,134,23,9445,8650,8650,9
3,36,9151,37076,4608,210,200,435,22,7621,8121,8141,8151,435,3005,2780,3005,6967,9648,291,231,0,7702,8273,231,291,293,128,7,7534,8294,8294,30
3,37,9383,38078,4608,196,199,404,31,7817,8317,8338,8348,404,2970,3074,2970,8345,11520,256,279,0,8013,8598,279,256,40,223,3,8930,8602,8602,54
3,38,9695,39082,4608,269,269,617,38,8086,8586,8606,8616,617,4089,4523,4089,11755,15906,393,440,0,10671,11554,440,393,492,97,78,12638,11500,11500,0
3,39,9922,40084,4608,192,191,379,12,8278,8778,8799,8809,379,3165,2706,3165,7603,10693,375,245,0,8095,8762,245,375,233,66,49,8265,8883,8883,121
3,40,10156,41085,4608,261,259,536,39,8539,9039,9059,9069,536,3713,2784,3713,7289,10083,450,149,0,9694,10343,149,450,140,118,12,7938,10293,10293,72
3,41,10397,42086,4608,192,194,426,53,8731,9231,9253,9263,426,3247,3372,3247,8802,12096,279,336,0,8402,9067,336,279,109,167,8,9467,9061,9061,66
3,42,10610,43088,4608,219,217,421,33,8950,9450,9471,9481,421,3068,2969,3068,7698,10667,253,207,0,7856,8366,207,253,87,246,11,8208,8357,8357,78
3,43,10820,44089,4608,218,218,467,60,9168,9668,9688,9698,467,3111,2996,3111,7999,10924,270,195,0,8145,8660,195,270,30,359,6,8514,8607,8607,25
3,44,11038,45090,4608,180,196,395,22,9348,9848,9868,9878,395,2992,3049,2992,8000,11060,257,358,0,7733,8398,358,257,44,352,4,8665,8389,8389,16
3,45,11275,46091,4608,153,137,278,11,9501,10001,10001,10001,278,2044,2089,2044,5709,8128,195,214,0,5720,6177,214,195,0,66,0,6163,6161,6161,0
3,46,11285,47092,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,66,0,50,50,50,1
3,47,11297,48093,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,49,49,0
3,48,11307,49094,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,49,11319,50095,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,50,11335,51096,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,51,11347,52097,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,66,0,50,50,50,1
3,52,11360,53098,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,1
3,53,11372,54099,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,66,0,50,50,50,2
3,54,11385,55100,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,49,49,1
3,55,11397,56100,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,49,49,0
3,56,11410,57101,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,57,11424,58102,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,58,11436,59102,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,59,11449,60104,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,60,11462,61104,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,61,11481,62111,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,62,11492,63112,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,63,11504,64113,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,64,11518,65114,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,50,50,0
3,65,11534,66115,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,47,0,0,0,66,0,45,49,49,2
3,66,11544,67117,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,47,49,49,2
3,67,11553,68118,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,51,0,0,0,66,0,50,49,49,0
3,68,11563,69119,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,66,0,50,50,50,1
3,69,11572,70120,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,49,49,0
3,70,11585,71124,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,48,0,0,0,66,0,50,50,50,2
3,71,11615,72128,4608,0,0,0,0,9501,10001,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66,0,50,48,48,0
1,0,309,1007,4480,234,234,550,20,1,235,255,265,550,3778,4087,3778,10251,13896,477,457,0,9473,10456,457,477,276,101,34,11234,10501,10501,45
1,1,591,2013,4480,185,197,429,21,1,420,440,450,429,3172,3294,3172,9135,12443,388,363,0,8578,9379,363,388,117,252,15,9936,9416,9416,91
1,2,832,3014,4480,224,212,431,24,144,644,665,675,431,3274,2819,3274,7290,10290,333,215,0,8623,9192,215,305,263,0,28,7888,9157,9157,76
1,3,1085,4015,4480,212,214,460,41,356,856,876,886,460,3273,3019,3273,7680,10560,292,231,0,8536,9137,231,320,379,21,31,8253,9208,9208,147
1,4,1361,5019,4480,228,226,454,30,584,1084,1104,1114,454,3239,3321,3239,8564,11780,406,353,0,8184,8992,353,406,250,134,32,9371,9014,9014,169
1,5,1607,6021,4480,217,222,470,8,801,1301,1321,1331,470,3645,3242,3645,8472,11767,374,350,0,9818,10591,350,374,83,255,12,9246,10523,10523,101
1,6,1838,7027,4608,218,215,451,17,1019,1519,1539,1549,451,3386,3380,3386,8741,12047,270,326,0,8550,9194,326,270,358,46,39,9382,9294,9294,201
1,7,2095,8030,4608,218,217,465,21,1237,1737,1757,1767,465,3253,3365,3253,8558,12008,270,416,0,8638,9374,416,270,345,50,20,9294,9293,9293,121
1,8,2315,9031,4608,172,190,367,4,1409,1909,1931,1941,367,2866,2796,2866,7550,10742,316,326,0,7509,8201,326,316,46,22,7,8223,8090,8090,11
1,9,2537,10031,4608,218,199,452,22,1627,2127,2147,2157,452,3169,3174,3169,8249,11341,270,373,0,8325,9018,373,270,27,13,5,8942,9010,9010,3
1,10,2753,11032,4608,235,235,464,39,1862,2362,2382,2392,464,3306,3093,3306,7897,10792,293,231,0,8684,9248,231,283,184,221,13,8471,9254,9254,10
1,11,2995,12032,4608,203,203,431,21,2065,2565,2585,2595,431,3238,3058,3238,7871,10782,344,270,0,8482,9096,270,294,494,220,60,8535,9215,9215,129
1,12,3234,13033,4608,170,179,367,40,2235,2735,2756,2766,367,2692,2776,2692,7626,10812,232,309,0,7150,7800,309,292,68,4,4,8217,7675,7675,36
1,13,3508,14033,4608,224,216,469,33,2459,2959,2981,2991,469,3297,3698,3297,9538,13072,329,379,0,8532,9289,379,329,185,2,13,10296,9290,9290,37
1,14,3769,15035,4608,241,240,497,49,2700,3200,3220,3230,497,3398,3537,3398,9145,12451,280,291,0,8718,9337,291,280,341,3,22,9766,9426,9426,136
1,15,3984,16036,4608,153,163,316,25,2853,3353,3375,3385,316,2498,2443,2498,6638,9380,225,245,0,6638,7157,245,225,61,54,5,7158,7063,7063,42
1,16,4304,17037,4608,254,260,583,29,3107,3607,3627,3637,583,4183,4430,4183,11787,15899,469,574,0,10626,11719,574,469,83,399,16,12873,11682,11682,5
1,17,4525,18038,4608,219,208,446,35,3326,3826,3846,3856,446,3010,2826,3010,7161,10059,256,224,0,7634,8142,224,234,463,138,22,7691,8162,8162,25
1,18,4761,19039,4608,233,235,484,40,3559,4059,4079,4089,484,3376,3640,3376,9610,13151,297,311,0,8659,9339,311,319,486,132,29,10268,9341,9341,27
1,19,5005,20041,4608,216,220,438,12,3775,4275,4296,4306,438,3347,3371,3347,8962,12714,308,323,0,8771,9452,323,308,102,0,15,9643,9461,9461,44
1,20,5209,21042,4608,215,204,428,29,3990,4490,4510,4520,428,3090,3122,3090,7855,10855,274,367,0,7922,8613,367,274,199,0,10,8546,8681,8681,113
1,21,5468,22042,4608,217,217,482,28,4207,4707,4727,4737,482,3270,3277,3269,8380,11537,271,261,0,8360,8942,261,271,261,32,15,8962,8884,8884,55
1,22,5762,23043,4608,256,265,547,20,4463,4963,4983,4993,547,3686,4046,3686,10434,14307,331,446,0,9793,10616,446,331,456,362,45,11256,10561,10561,0
1,23,5973,24044,4608,182,174,376,42,4645,5145,5167,5177,376,2779,2901,2779,7713,11036,254,252,0,7094,7650,252,254,178,58,17,8269,7767,7767,120
1,24,6209,25046,4608,223,222,481,49,4868,5368,5388,5398,481,3445,3330,3445,8266,11337,260,243,0,8677,9229,243,260,442,67,41,8819,9297,9297,188
1,25,6452,26047,4608,259,261,494,41,5127,5627,5647,5657,494,3638,3246,3638,8204,11389,407,278,0,9533,10268,278,407,386,114,54,8939,10109,10109,30
1,26,6714,27048,4608,242,252,490,41,5369,5869,5889,5899,490,3414,3671,3414,9596,13354,361,322,0,8722,9454,322,361,159,56,23,10329,9519,9519,95
1,27,6946,28050,4608,183,172,384,44,5552,6052,6074,6084,384,2990,3121,2990,7770,10950,279,294,0,7594,8218,294,279,177,21,25,8379,8166,8166,44
1,28,7212,29051,4608,283,282,587,23,5835,6335,6355,6365,587,4351,3659,4351,9451,13069,479,315,0,11498,12341,315,479,60,141,2,10295,12336,12336,41
1,29,7452,30051,4608,246,266,482,23,6081,6581,6602,6612,482,3332,3545,3332,9559,13342,305,302,0,8796,9441,302,295,100,81,10,10216,9395,9395,15
1,30,7684,31052,4608,231,213,462,17,6312,6812,6832,6842,462,3339,3548,3339,8913,12142,228,337,0,8412,9036,337,238,310,0,18,9523,9204,9204,183
1,31,7926,32060,4608,234,244,462,10,6546,7046,7066,7076,462,3558,3422,3558,9024,12361,302,284,0,9233,9869,284,302,405,5,41,9660,9786,9786,101
1,32,8134,33062,4608,182,180,360,29,6728,7228,7250,7260,360,2809,2770,2809,7304,10461,263,337,0,7287,7937,337,263,104,2,12,7954,7804,7804,21
1,33,8361,34063,4608,244,234,465,49,6972,7472,7492,7502,465,3054,3211,3054,8493,11685,284,287,0,8063,8683,287,284,51,15,4,9113,8665,8665,3
1,34,8647,35063,4608,197,216,467,41,7169,7669,7689,7699,467,3814,3909,3814,10190,13897,432,418,0,10119,11019,418,432,95,280,17,11090,11053,11053,37
1,35,8874,36067,4608,226,226,436,40,7395,7895,7916,7926,436,3166,3000,3166,7508,10545,289,245,0,8583,9135,245,257,338,255,32,8090,9201,9201,103
1,36,9083,37068,4608,233,214,434,41,7628,8128,8148,8158,434,2894,2856,2894,7343,10102,260,267,0,7492,8081,267,272,394,275,20,7920,8109,8109,131
1,37,9305,38068,4608,190,190,396,43,7818,8318,8338,8348,396,3075,2954,3075,7664,10721,259,224,0,7993,8543,224,279,217,4,18,8192,8470,8470,62
1,38,9580,39070,4736,252,260,551,10,8070,8570,8590,8600,551,4107,4199,4107,10981,15004,398,484,0,10683,11615,484,398,324,51,43,11913,11553,11553,0
1,39,9850,40071,4736,233,226,463,40,8303,8803,8823,8833,463,3184,3439,3184,8958,12353,291,362,0,8167,8870,362,291,243,207,24,9661,9011,9011,141
1,40,10117,41072,4736,206,206,445,4,8509,9009,9030,9040,445,3415,3699,3415,9956,13910,345,506,0,9240,10141,506,345,72,116,6,10854,10011,10011,12
1,41,10376,42074,4736,224,232,485,51,8733,9233,9253,9263,485,3490,3277,3490,8550,11715,315,273,0,9104,9720,273,293,400,152,25,9188,9749,9749,41
1,42,10614,43075,4736,228,220,480,40,8961,9461,9481,9491,480,3188,3297,3188,8306,11342,220,204,0,8297,8791,204,242,487,0,23,8780,8770,8770,20
1,43,10819,44075,4736,173,187,373,27,9134,9634,9655,9665,373,3058,2784,3058,7412,10645,230,257,0,7987,8524,257,230,139,10,10,7943,8499,8499,0
