pid,round,cpu,wc,ram,logged,decided,agr_rounds,restarts,loaded_tail,active_tail,active_front,loaded_front,beb_bc,beb_dir,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,send_q_size,susp_size,fl_s,fl_r,fl_rq,receive_q_size
20,71,7111,73540,6144,26,22,50,0,882,1382,1394,1404,50,981,1879,1931,1879,2681,4605,811,709,0,2381,3983,709,714,287,7504,94,718,0,4381,3960,3960,107
20,72,7207,74548,6144,10,12,41,0,892,1392,1404,1414,41,764,1572,1543,1571,1924,3423,596,684,0,2079,3511,684,589,340,7778,102,762,0,3324,3404,3404,0
20,73,7315,75557,6144,17,17,51,0,909,1409,1421,1431,51,901,1852,1870,1853,2399,4387,824,806,0,2178,4014,806,866,267,7746,90,644,0,4209,4160,4160,146
20,74,7405,76561,6144,29,27,72,0,938,1438,1450,1460,72,1263,2538,2631,2537,2964,5129,786,895,0,2977,4803,895,752,354,8122,204,1110,0,4825,4768,4768,111
20,75,7499,77564,6144,17,17,55,0,955,1455,1467,1477,55,1124,2216,2169,2217,2890,5468,858,785,0,2636,4407,785,824,383,7741,105,701,0,4713,4607,4607,311
20,76,7594,78567,6144,25,25,68,0,980,1480,1492,1502,68,1191,2537,2483,2537,3050,5622,936,812,0,3235,5103,812,876,330,7766,119,613,0,4958,5082,5082,288
20,77,7691,79569,6144,14,18,64,0,994,1494,1506,1516,64,1185,2420,2401,2419,3408,5909,762,779,0,2884,4609,779,770,290,7758,137,520,0,5125,4395,4395,75
20,78,7770,80604,6144,6,3,0,0,1000,1500,1506,1516,0,22,80,22,81,1170,1357,936,25,0,162,261,25,67,286,7667,117,372,0,2304,2479,2075,2044
20,79,7870,81771,6144,4,0,23,13,1004,1504,1516,1526,23,499,597,936,597,1504,2115,587,1036,0,1417,3643,1036,892,279,7753,74,764,0,3146,1973,1774,175
4,0,87,1021,4736,0,5,43,0,1,1,13,23,43,796,1433,1613,1433,2028,2837,308,360,0,1614,2417,359,300,249,387,61,804,0,2874,2492,2492,75
4,1,180,2055,4736,28,23,52,0,1,29,41,51,52,999,1985,1987,1984,2674,4640,893,902,0,2712,4579,902,788,294,513,96,848,0,4643,4611,4611,135
4,2,276,3063,4864,9,11,34,4,1,38,50,60,34,638,1305,1284,1306,1745,2923,705,602,0,1859,3410,603,796,257,704,77,954,0,3213,3327,3327,52
4,3,372,4069,4864,28,26,79,0,1,66,78,88,79,1273,2689,2774,2689,3512,6349,748,919,0,3257,5104,919,748,286,526,60,891,0,5360,5119,5119,67
4,4,475,5090,4992,17,17,58,0,1,83,95,105,58,894,2046,1996,2046,2772,5167,716,601,0,2647,4006,601,600,454,412,81,492,0,4261,4225,4225,286
4,5,574,6104,4992,19,19,49,0,1,102,114,124,49,1074,1993,2005,1992,2404,4334,715,790,0,2811,4508,789,716,272,658,112,567,0,4088,4345,4345,179
4,6,669,7134,5120,11,13,53,0,1,113,125,135,53,1102,2212,2109,2212,3348,5250,898,998,0,2964,5131,999,996,217,940,88,774,0,5424,4952,4952,0
4,7,757,8168,5120,27,26,54,0,1,140,152,162,54,959,1891,1985,1891,2337,4296,730,758,0,2382,3970,758,657,388,969,158,800,0,3917,3838,3838,84
4,8,848,9178,5120,22,21,76,0,1,162,174,184,76,1267,2685,2711,2685,3342,5819,913,907,0,3300,5334,907,958,396,1189,113,1034,0,5342,5326,5326,76
4,9,942,10188,5120,17,20,46,0,1,179,191,201,46,1007,1886,1881,1886,2498,4977,789,757,0,2368,3998,757,701,325,701,91,436,0,4204,4103,4103,181
4,10,1043,11231,5120,19,16,45,0,1,198,210,220,45,709,1571,1564,1571,2080,3260,642,716,0,2132,3701,716,677,263,1288,98,819,0,3598,3576,3576,56
4,11,1130,12235,5120,5,7,27,0,1,203,215,225,27,539,1081,1052,1081,2258,3573,750,444,0,1651,2795,443,572,245,1376,71,557,0,3611,3076,3077,338
4,12,1231,13269,5120,22,20,53,0,1,225,237,247,53,1096,2063,2103,2063,2405,4336,816,959,0,2847,4939,960,935,394,1584,114,729,0,4356,4700,4700,137
4,13,1327,14282,5120,16,16,47,0,1,241,253,263,47,1008,1915,1901,1916,2490,4426,808,768,0,2228,3783,768,635,373,1620,99,693,0,4246,4378,4378,756
4,14,1434,15296,5248,15,20,40,0,1,256,268,278,40,1197,2068,1957,2067,2815,4889,1061,1198,0,3134,5618,1198,1102,190,1903,104,577,0,5253,5019,5019,157
4,15,1520,16314,5376,27,22,44,0,1,283,295,305,44,1096,1835,1932,1835,2215,3878,672,738,0,2215,3830,738,697,228,2087,96,860,0,3756,3676,3676,53
4,16,1616,17319,5376,23,24,59,0,1,306,318,328,59,1251,2372,2372,2372,2825,5186,883,924,0,2724,4699,924,872,187,2138,79,871,0,4791,4678,4678,32
4,17,1709,18327,5376,25,24,60,0,1,331,343,353,60,1183,2292,2323,2293,2948,5354,941,770,0,2900,4814,770,981,213,2102,62,788,0,4838,4899,4899,132
4,18,1817,19356,5376,20,22,54,0,1,351,363,373,54,974,2015,2000,2014,2640,4886,851,904,0,2613,4375,903,686,494,2101,168,569,0,4412,4498,4498,319
4,19,1923,20406,5376,18,17,52,0,1,369,381,391,52,1042,2031,2030,2031,2585,4503,907,938,0,2966,5150,938,1061,353,2257,127,681,0,4610,4880,4880,49
4,20,2047,21417,5376,3,5,19,9,1,372,384,394,19,338,645,699,645,1728,2510,933,677,0,1478,2772,678,440,247,2322,128,598,0,3518,2777,2777,54
4,21,2182,22591,5632,12,6,20,8,1,384,396,406,20,189,360,569,359,1495,1769,848,675,0,960,2526,674,757,359,2726,145,989,0,2872,3103,2805,611
4,22,2288,23658,5760,3,4,23,7,1,387,396,406,23,713,1436,1150,1437,2853,3773,1639,850,0,2529,4423,851,909,758,3363,247,1219,0,5105,5490,4232,766
4,23,2387,24662,5760,18,17,34,0,1,405,417,427,34,727,1408,1373,1408,2378,4529,761,918,0,2347,4601,918,1156,285,3254,84,441,0,4214,4145,4145,310
4,24,2485,25670,5888,16,16,56,0,1,421,433,443,56,981,2045,2045,2045,2942,4632,702,773,0,2970,4723,773,793,158,3767,53,796,0,4577,4553,4553,140
4,25,2585,26679,5888,24,21,65,0,1,445,457,467,65,1194,2310,2429,2310,2623,5087,773,711,0,2659,4333,711,788,215,3596,77,781,0,4287,4284,4284,91
4,26,2696,27688,5888,26,26,60,0,1,471,483,493,60,1276,2404,2416,2403,2862,5300,989,1026,0,3019,5172,1026,952,254,3646,76,759,0,5057,5081,5081,0
4,27,2795,28695,5888,25,26,63,0,1,496,508,518,63,1199,2447,2396,2447,2946,5335,926,1139,0,2984,5240,1139,946,206,3852,77,766,0,5169,5338,5338,98
4,28,2903,29703,5888,15,18,56,0,11,511,523,533,56,1193,2239,2257,2239,2832,5356,1216,948,0,2648,4714,948,963,419,3507,169,499,0,5176,5415,5415,799
4,29,3003,30712,5888,34,30,59,0,45,545,557,567,59,1446,2540,2567,2540,2977,5430,858,967,0,3291,5480,967,1024,472,3652,136,613,0,4982,4753,4753,72
4,30,3102,31720,5888,20,20,70,0,65,565,577,587,70,1185,2528,2515,2528,2740,4947,922,1019,0,3112,5239,1019,938,437,4075,100,921,0,4861,5245,5245,85
4,31,3203,32737,5888,22,23,62,0,87,587,599,609,62,1162,2351,2340,2351,2826,5461,863,826,0,2908,4787,826,877,336,3891,137,626,0,4675,4805,4805,110
4,32,3303,33745,5888,14,14,48,0,101,601,613,623,48,979,1961,1891,1961,2559,4592,914,862,0,2610,4562,862,913,217,3960,84,484,0,4513,4454,4454,2
4,33,3387,34752,5888,24,23,69,0,125,625,637,647,69,1061,2279,2372,2279,2653,4903,813,769,0,2681,4480,769,863,163,3972,63,606,0,4415,4547,4547,72
4,34,3478,35760,5888,24,24,55,0,149,649,661,671,55,1233,2269,2278,2269,2950,4979,802,762,0,2641,4390,762,807,310,4254,70,855,0,4688,4432,4432,119
4,35,3579,36778,6016,23,23,62,0,172,672,684,694,62,1221,2462,2399,2462,3069,5645,889,844,0,3049,4946,843,877,178,4126,75,678,0,4810,5022,5022,227
4,36,3684,37787,6016,20,20,56,0,192,692,704,714,56,975,1957,2039,1958,2625,4696,838,754,0,2483,3992,755,609,381,4147,139,644,0,4378,4485,4485,720
4,37,3792,38834,6016,21,21,56,0,213,713,725,735,56,1094,2217,2158,2217,2564,4745,964,1047,0,3071,5406,1047,1092,406,4424,151,623,0,4735,4736,4736,124
4,38,3884,39875,6016,9,9,27,0,222,722,734,744,27,495,1016,1008,1017,2017,3023,723,713,0,1530,2972,713,588,205,4847,70,649,0,3587,3407,3407,559
4,39,3990,40879,6016,21,21,61,0,243,743,755,765,61,1235,2422,2394,2421,2770,4949,805,1051,0,3083,5159,1051,826,376,4987,138,864,0,4786,4776,4776,176
4,40,4119,41889,6016,7,9,23,0,250,750,762,772,23,426,873,863,874,2740,3910,1172,627,0,1605,2776,627,449,532,4822,162,557,0,4718,4078,4078,1478
4,41,4223,42895,6016,13,11,34,6,263,763,775,785,34,551,950,1197,950,1827,2437,1109,1351,0,2026,4850,1351,1256,230,5656,123,1144,0,4467,4639,3389,17
4,42,4333,43901,6016,14,15,41,0,277,777,789,799,41,861,1797,1640,1796,2248,4615,1195,998,0,2403,4467,998,910,254,5199,125,430,0,4618,4615,4614,164
4,43,4431,44936,6016,25,25,67,0,302,802,814,824,67,1203,2460,2476,2461,2763,4857,814,976,0,2966,4978,976,865,207,5649,102,812,0,4713,4892,4892,83
4,44,4533,45941,6016,21,21,60,0,323,823,835,845,60,1125,2324,2265,2324,3050,5478,937,878,0,2941,4822,878,837,365,5601,131,649,0,5045,5094,5094,355
4,45,4637,46964,6016,19,19,61,0,342,842,854,864,61,1190,2272,2349,2271,2708,5094,1011,847,0,2939,4977,847,1015,320,5412,146,611,0,4684,4803,4803,197
4,46,4737,47977,6144,19,18,62,0,361,861,873,883,62,1056,2210,2234,2209,2941,4894,948,954,0,2777,4927,954,1010,250,5799,102,902,0,4972,4921,4921,191
4,47,4836,48979,6144,24,24,59,0,385,885,897,907,59,1166,2325,2287,2325,2713,5343,920,891,0,2897,4864,891,913,240,5446,78,559,0,4704,4759,4759,86
4,48,4922,50009,6144,23,23,72,0,408,908,920,930,72,1209,2531,2577,2532,2548,4663,842,870,0,3019,4896,870,828,199,5984,60,1029,0,4420,4913,4913,118
4,49,5014,51012,6144,17,17,58,0,425,925,937,947,58,1044,2137,2146,2137,2933,5242,631,677,0,2648,4157,677,663,192,5967,59,866,0,4421,4205,4205,183
4,50,5120,52032,6144,21,21,53,0,446,946,958,968,53,1122,2145,2129,2145,3054,5465,949,885,0,2664,4450,885,740,440,5810,131,616,0,4691,5152,5152,929
4,51,5221,53042,6144,17,17,47,0,463,963,975,985,47,848,1718,1741,1718,2261,3927,771,789,0,2816,4536,789,770,348,6324,74,693,0,3981,4344,4344,737
4,52,5329,54053,6144,24,26,60,0,487,987,999,1009,60,1352,2500,2492,2499,3151,5794,896,992,0,3198,5454,992,1059,307,6159,90,542,0,5192,4853,4853,136
4,53,5417,55060,6144,17,21,44,0,504,1004,1016,1026,44,1050,1957,1886,1958,2200,3832,766,711,0,2573,4122,711,664,301,6563,150,796,0,3857,4262,4262,276
4,54,5512,56076,6144,21,16,47,0,525,1025,1037,1047,47,939,1804,1832,1803,2776,4774,754,833,0,2567,4376,833,805,341,6670,145,630,0,4524,4329,4329,229
4,55,5612,57099,6144,19,18,47,0,544,1044,1056,1066,47,702,1470,1595,1469,2123,3663,648,655,0,1939,3412,655,648,390,6868,97,701,0,3567,3200,3200,35
4,56,5720,58124,6144,22,22,69,0,566,1066,1078,1088,69,1225,2548,2536,2549,3262,5842,939,887,0,3028,5087,887,1005,321,6746,94,657,0,5268,5193,5193,141
4,57,5819,59147,6144,25,25,72,0,591,1091,1103,1113,72,1152,2416,2520,2416,2974,5209,930,1001,0,2947,5053,1001,923,345,7090,110,987,0,4920,4936,4936,42
4,58,5922,60165,6144,19,19,58,0,610,1110,1122,1132,58,1111,2295,2213,2296,2573,5032,1081,793,0,2656,4585,793,967,274,6931,131,741,0,4627,4766,4766,253
4,59,6020,61186,6144,15,16,42,0,625,1125,1136,1146,42,779,1615,1577,1615,2579,4546,908,761,0,2005,3641,761,740,347,6703,125,351,0,4344,4675,4675,1330
4,60,6142,62293,6144,5,7,29,10,630,1130,1142,1152,29,423,888,974,887,1944,2511,1292,1078,0,2219,4661,1078,1180,241,7290,69,757,0,4347,3825,3077,38
4,61,6234,63299,6144,22,19,52,0,652,1152,1164,1174,52,934,1949,1922,1949,2434,4208,787,695,0,2495,4144,695,786,303,7485,94,906,0,4076,4199,4199,93
4,62,6336,64308,6144,21,22,62,0,673,1173,1185,1195,62,1134,2271,2312,2271,2897,5366,771,1073,0,2714,4753,1073,792,370,7506,115,749,0,4900,4772,4772,121
4,63,6439,65320,6144,23,22,68,0,696,1196,1208,1218,68,1069,2409,2361,2409,3050,5554,1014,948,0,2910,4955,948,918,382,7439,117,606,0,5086,4923,4923,110
4,64,6539,66341,6144,21,24,84,0,717,1217,1229,1239,84,1158,2700,2754,2701,3501,6397,906,838,0,3282,5261,838,977,220,7333,78,464,0,5425,5181,5181,92
4,65,6632,67351,6144,23,20,66,0,740,1240,1252,1262,66,1019,2183,2273,2182,2585,4530,871,801,0,2594,4348,800,772,335,7634,139,800,0,4416,4402,4402,165
4,66,6732,68359,6144,20,21,62,0,760,1260,1272,1282,62,1189,2417,2367,2417,3161,5530,927,785,0,2938,4854,786,960,392,7664,107,798,0,5054,4821,4821,132
4,67,6836,69364,6144,19,18,52,0,779,1279,1291,1301,52,1124,2132,2112,2132,2725,5085,1012,914,0,2877,4931,914,964,259,7608,90,589,0,4831,4870,4870,90
4,68,6942,70394,6144,25,25,61,0,804,1304,1316,1326,61,1128,2255,2287,2254,2787,4926,828,813,0,2765,4675,812,923,166,7628,64,737,0,4607,4638,4638,73
4,69,7040,71402,6144,18,19,57,0,822,1322,1334,1344,57,1000,2042,2083,2042,2646,4599,700,915,0,2474,4229,916,670,296,7900,73,867,0,4442,4214,4214,59
4,70,7132,72419,6144,19,18,56,0,841,1341,1353,1363,56,1046,2151,2110,2151,3216,5422,659,714,0,2779,4252,714,582,423,7863,130,771,0,4749,4300,4300,126
4,71,7225,73436,6144,15,19,52,0,856,1356,1368,1378,52,1027,2037,2015,2038,2652,4893,700,657,0,2317,3806,657,672,328,7640,137,545,0,4189,4320,4320,648
4,72,7331,74449,6144,27,23,63,0,883,1383,1395,1405,63,1076,2197,2273,2196,2920,4885,1011,1049,0,3036,5222,1049,950,396,8060,138,853,0,5160,4693,4693,119
4,73,7409,75465,6144,9,10,31,0,892,1392,1404,1414,31,687,1270,1276,1270,1478,2889,526,613,0,1715,3120,613,637,65,8089,22,728,0,2771,3007,3007,6
4,74,7511,76469,6144,21,21,46,0,913,1413,1425,1435,46,951,1863,1825,1863,2464,4390,671,762,0,2156,3785,762,695,214,8023,126,627,0,4077,3909,3909,130
