pid,round,cpu,wc,ram,m_cmpsd,seq_nr,log_r,beb_s,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,fl_s,fl_r,fl_rq,msgs_in_q
1,31,11987,38467,5632,768,6144,32632,768,4078,3840,4079,10422,13998,59,56,0,7396,7500,56,48,199,9693,5,10537,9106,8048,778
1,32,12355,39473,5632,1024,8192,38360,1024,4796,5120,4795,12259,17351,52,66,0,9357,9471,66,48,109,10116,4,12352,9058,8711,36
1,33,12724,40481,5632,768,6144,38152,768,4769,3840,4769,14293,18409,56,54,0,8780,8872,54,38,1213,10846,6,14403,10725,8879,57
1,34,13099,41498,5632,1024,8192,33104,1024,4129,5120,4129,12629,17253,48,36,0,7894,7972,36,42,556,12121,4,12681,10423,8116,226
1,35,13499,42505,5888,1024,8192,33232,1024,4153,5120,4154,12655,17998,69,44,0,6966,7048,44,38,802,11360,8,12768,9490,8209,1387
1,36,13879,43512,6016,768,6144,36488,768,4562,3840,4561,13710,18120,64,64,0,9732,9855,64,59,455,13421,4,13834,11089,8537,80
1,37,14285,44519,6016,1280,10240,40600,1280,5075,6400,5075,11087,16753,53,65,0,8485,8587,65,37,787,13235,5,11205,9750,8729,222
1,38,14696,45528,6016,1024,8192,41952,1024,5243,5120,5244,11875,16956,61,60,0,9908,10010,60,42,1063,14038,5,11996,10171,10099,311
1,39,15036,46540,6016,1024,8192,44776,1024,5598,5120,5597,9886,15259,75,49,0,10747,10841,49,45,553,14999,4,9998,11002,10550,27
1,40,15382,47547,6016,768,6144,33216,768,4138,3840,4138,12350,16825,64,56,0,8598,8690,56,36,1051,15322,6,12461,10905,8789,127
1,41,15737,48582,6016,1024,8192,41048,1024,5062,5120,5062,9125,14070,61,45,0,9909,9996,45,42,329,15519,5,8823,10685,10153,855
1,42,16125,49626,6016,1110,8872,45752,1110,5720,5549,5719,12562,18360,61,65,0,11318,11438,65,55,713,16608,7,11807,10972,9826,0
1,43,16550,50635,6016,1429,11440,44648,1412,5479,7060,5479,12744,19049,64,51,0,10317,10430,51,62,556,16757,5,12859,11166,10496,73
1,44,16954,51645,6016,789,6312,36696,789,4587,3945,4587,11624,15465,73,59,0,8879,8995,59,57,114,17630,3,10153,10575,8703,16
1,45,17331,52653,6016,1024,8192,44912,1024,5614,5120,5614,14990,20622,56,55,0,11452,11558,55,51,696,18371,9,15101,11856,11642,100
1,46,17660,53659,6016,768,6144,42264,768,5282,3840,5283,10376,14851,75,54,0,9387,9489,54,48,543,18212,8,10505,10728,10244,855
1,47,18071,54667,6144,1280,10240,47616,1280,5952,6400,5952,14575,20638,57,54,0,10464,10580,54,62,171,18828,4,14622,11594,11594,1885
1,48,18471,55679,6144,1280,10240,53712,1280,6715,6400,6714,16214,22893,58,80,0,12691,12820,80,49,750,20485,5,16302,11012,10940,22
1,49,18878,56702,6144,1280,10240,41520,1280,5189,6400,5190,14401,20284,63,48,0,8985,9080,48,47,1033,20817,7,14512,10804,10804,1762
1,50,19234,57714,6144,1024,8192,43952,1024,5495,5120,5494,12732,17867,65,58,0,11437,11546,58,51,781,21808,8,12855,11606,9819,45
1,51,19547,58716,6144,768,6144,37960,768,4745,3840,4745,9696,12837,73,47,0,9827,9924,47,50,541,22091,5,9816,11450,9929,150
1,52,19844,59717,6144,512,4096,37128,512,4640,2560,4641,10851,13710,48,36,0,9050,9115,36,29,778,23140,6,10935,11462,9102,137
1,53,20215,60728,6272,1024,8192,31960,1024,3996,5120,3995,12069,17263,57,55,0,8125,8229,55,49,141,23465,2,12181,9500,8110,40
1,54,20574,61739,6272,1024,8192,39464,1024,4932,5120,4933,14561,19969,49,37,0,9562,9628,37,29,508,23093,4,14647,13412,11111,1523
1,55,20967,62758,6272,1024,8192,47616,1024,5952,5120,5952,14995,19928,59,47,0,12436,12523,47,40,171,23546,4,14543,13883,11137,269
1,56,21370,63767,6272,1024,8192,40904,1024,5114,5120,5113,15621,21088,59,67,0,9217,9330,67,46,1035,24433,8,15747,10082,9231,170
1,57,21780,64776,6272,1024,8192,38056,1024,4757,5120,4757,13576,18663,66,43,0,12676,12760,43,41,1060,24463,6,13685,14517,12770,180
1,58,22204,65789,6400,1024,8192,44672,1024,5530,5120,5530,14363,19486,66,65,0,9860,9985,65,60,919,25873,10,14469,10261,9842,132
1,59,22511,66794,6528,1280,10240,43024,1280,5377,6400,5378,12230,18245,65,51,0,11250,11356,51,55,202,25739,6,12346,13353,11575,360
1,60,22895,67813,6528,768,6144,40456,768,5058,3840,5057,13697,18266,68,39,0,9436,9520,39,45,842,25854,7,13498,10999,9088,337
1,61,23283,68822,6528,1024,8192,40536,1024,5067,5120,5067,12081,16144,70,49,0,8302,8411,49,60,506,26435,7,12200,8994,8166,100
1,62,23710,69839,6528,1024,8192,44808,1024,5601,5120,5601,12975,18882,61,60,0,10103,10206,60,43,957,26482,5,13096,10294,9913,56
1,63,24101,70848,6528,1280,10240,40856,1280,5106,6400,5107,13180,19809,56,59,0,8242,8361,59,60,598,26218,6,13286,9166,9166,874
1,64,24425,71856,6528,512,4096,23808,512,2976,2560,2976,8291,10665,50,29,0,5754,5802,29,19,1059,26338,7,8352,6701,6039,1123
1,65,24745,72893,6528,256,2048,11568,256,1447,1280,1446,4771,5622,62,44,0,3688,3766,44,34,488,26835,4,4770,4778,2757,203
1,66,25182,73903,6528,1024,8192,36048,1024,4505,5120,4506,11657,17372,47,43,0,7053,7122,43,26,764,26439,5,11742,9922,8546,1628
1,67,25505,74930,6528,512,4096,30968,512,3872,2560,3871,10834,12767,56,35,0,8408,8480,35,37,205,27722,5,10645,10614,6578,6
1,68,25864,75935,6528,1280,10240,40456,1280,5056,6400,5057,12398,18956,58,62,0,8167,8275,62,46,581,26705,5,12518,10264,8815,546
1,69,26259,76942,6528,768,6144,35320,768,4416,3840,4415,14917,18794,62,41,0,9073,9150,41,36,90,29556,4,14985,11249,8666,83
1,70,26701,77962,6528,1280,10240,36104,1280,4451,6400,4452,14948,21465,40,40,0,9042,9113,40,31,955,28481,4,15028,10452,10452,1436
1,71,27131,78978,6528,1280,10240,40560,1280,5071,6400,5070,14520,20566,57,61,0,11601,11711,61,49,733,29581,4,14634,10899,10230,163
1,72,27661,79998,6528,1060,8480,30864,1060,3606,5300,3607,15652,22442,30,33,0,8877,8934,33,24,315,29227,2,14944,10100,9053,649
1,73,27781,81001,6528,0,0,18664,0,2334,0,2333,0,144,11,8,0,6040,6061,8,13,256,29227,1,19,5429,5429,20
1,74,27802,82001,6528,0,0,2336,0,292,0,292,0,0,3,0,0,850,853,0,3,0,29227,0,3,827,827,0
1,75,27812,83002,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,76,27819,84003,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,77,27825,85004,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,78,27832,86004,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,79,27839,87005,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,80,27845,88006,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,81,27851,89006,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,82,27857,90007,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,83,27864,91008,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,84,27873,92009,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,85,27882,93010,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,86,27889,94011,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,87,27898,95012,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,88,27907,96012,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,89,27918,97013,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,90,27926,98014,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
1,91,27967,99015,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29227,0,0,0,0,0
