pid,round,cpu,wc,ram,m_cmpsd,seq_nr,log_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,fl_s,fl_r,fl_rq,msgs_in_q
9,20,2156,21117,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,21,2160,22117,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,22,2164,23118,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,23,2170,24118,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,24,2175,25119,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,25,2180,26120,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,26,2189,27121,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,27,2194,28122,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,28,2201,29123,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,29,2207,30124,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,30,2213,31125,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,31,2220,32126,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,32,2226,33127,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
9,33,2241,34131,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,0,0,0,0,0
7,0,105,1037,4352,1536,12288,0,1536,0,6903,7659,0,12,0,0,12,12,0,0,799,0,6915,12,12,0
7,1,166,2064,4480,1536,12288,0,1536,0,5253,6631,0,23,0,0,23,23,0,0,1886,0,5276,23,23,0
7,2,349,3067,4608,3328,26624,0,3328,0,10119,13421,0,26,0,0,26,26,0,0,2862,0,10145,26,26,0
7,3,481,4082,4608,4096,32768,0,4096,0,13874,17997,0,24,0,0,24,24,0,0,2887,0,13642,24,24,0
7,4,590,5084,4608,4096,32768,0,4096,0,13480,17495,0,22,0,0,22,22,0,0,3163,0,13502,22,22,0
7,5,723,6086,4608,3328,26624,0,3328,0,11109,14536,0,18,0,0,18,18,0,0,3732,0,11126,18,18,0
7,6,826,7086,4736,3584,28672,0,3584,0,11106,14611,0,17,0,0,17,17,0,0,4329,0,11123,17,17,0
7,7,931,8088,4864,4096,32768,0,3840,0,13317,17512,0,21,0,0,21,21,0,0,5679,0,13338,21,21,0
7,8,1048,9091,4864,4096,32768,0,4096,0,13207,17183,0,30,0,0,30,30,0,0,7248,0,13168,30,30,0
7,9,1171,10098,4864,4352,34816,0,4352,0,14148,18594,0,24,0,0,24,24,0,0,8686,0,13925,24,24,0
7,10,1339,11105,4864,5120,40960,0,5103,0,15975,21115,0,25,0,0,25,25,0,0,9413,0,16000,25,25,0
7,11,1427,12122,5120,2816,22528,0,2816,0,10141,12891,0,49,0,0,49,49,0,0,10945,0,10190,49,49,0
7,12,1521,13123,5120,3072,24576,0,3072,0,10472,13699,0,29,0,0,29,29,0,0,12774,0,10501,29,29,0
7,13,1608,14127,5120,2304,18432,0,2304,0,9185,11681,0,13,0,0,13,13,0,0,13382,0,9198,15,15,2
7,14,1650,15128,5120,1475,11800,0,1475,0,5192,6635,0,14,0,0,14,14,0,0,13769,0,5206,12,12,0
7,15,1784,16132,5120,4413,35304,0,4413,0,12500,16563,0,16,0,0,16,16,0,0,14144,0,12372,16,16,0
7,16,1998,17133,5120,6656,53248,0,6656,0,18995,25836,0,17,0,0,17,17,0,0,14448,0,19012,17,17,0
7,17,2104,18133,5120,2596,20768,0,2596,0,7682,11080,0,9,0,0,9,9,0,0,14204,0,7691,9,9,0
7,18,2111,19135,5120,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,19,2115,20135,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,20,2119,21136,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,21,2123,22136,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,22,2129,23137,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,23,2138,24137,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,24,2144,25139,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,25,2152,26140,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,26,2160,27142,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,27,2168,28144,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,28,2174,29144,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,29,2181,30145,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,30,2187,31146,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,31,2191,32147,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,32,2198,33148,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
7,33,2218,34150,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14188,0,0,0,0,0
3,0,100,1017,4480,3328,26624,0,3328,0,11063,13570,0,22,0,0,22,22,0,0,880,0,11085,22,22,0
3,1,183,2025,4608,2560,20480,0,2560,0,8251,10670,0,16,0,0,16,16,0,0,1535,0,8267,16,16,0
3,2,277,3027,4736,1536,12288,0,1536,0,6441,8059,0,17,0,0,17,17,0,0,2424,0,6458,17,17,0
3,3,379,4029,4736,2816,22528,0,2816,0,8731,11595,0,24,0,0,24,24,0,0,2785,0,8755,24,24,0
3,4,458,5031,4736,2816,22528,0,2816,0,8953,11719,0,15,0,0,15,15,0,0,3310,0,8968,15,15,0
3,5,555,6031,4736,2816,22528,0,2816,0,10347,13226,0,24,0,0,24,24,0,0,3259,0,10371,24,24,0
3,6,665,7033,4736,2816,22528,0,2816,0,9789,12512,0,16,0,0,16,16,0,0,3191,0,9805,16,16,0
3,7,770,8034,4736,3584,28672,0,3584,0,10733,14353,0,28,0,0,28,28,0,0,3751,0,10761,28,28,0
3,8,894,9035,4736,4096,32768,0,4096,0,13090,17289,0,30,0,0,30,30,0,0,4759,0,13114,30,30,0
3,9,1019,10036,4736,4277,34216,0,4277,0,13994,18136,0,27,0,0,27,27,0,0,5368,0,14000,27,27,0
3,10,1182,11048,4864,5195,41560,0,5195,0,16171,21477,0,35,0,0,35,35,0,0,6725,0,16202,35,35,0
3,11,1293,12049,4864,3072,24576,0,3072,0,11149,14182,0,28,0,0,28,28,0,0,8189,0,11177,28,28,0
3,12,1445,13053,4864,5632,45056,0,5632,0,16582,22120,0,27,0,0,27,27,0,0,9933,0,16609,27,27,0
3,13,1613,14054,4992,4291,34328,0,4291,0,15511,19871,0,27,0,0,27,27,0,0,10546,0,15538,27,27,0
3,14,1774,15062,4992,5949,47592,0,5949,0,17205,23011,0,38,0,0,38,38,0,0,11637,0,17232,37,37,0
3,15,1934,16077,4992,4965,39720,0,4965,0,15630,21100,0,25,0,0,25,25,0,0,12033,0,15565,25,25,0
3,16,2028,17091,4992,2751,22008,0,2751,0,7840,11086,0,15,0,0,15,15,0,0,11978,0,7855,15,15,0
3,17,2034,18106,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,18,2038,19106,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,19,2041,20107,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,20,2044,21108,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,21,2048,22108,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,22,2051,23108,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,23,2057,24109,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,24,2061,25110,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,25,2069,26111,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,26,2075,27111,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,27,2081,28112,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,28,2090,29113,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,29,2095,30113,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,30,2101,31114,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,31,2108,32115,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,32,2112,33115,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
3,33,2125,34117,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,0,0,0,0,0
1,0,245,1063,4864,0,0,150856,0,18857,0,0,151,0,0,28700,28777,0,77,1375,0,16,151,54236,28904,127
1,1,543,2065,4864,0,0,253072,0,31634,0,0,174,0,0,54707,54840,0,133,4232,0,16,174,75249,55152,439
1,2,914,3096,5120,0,0,175375,0,21922,0,0,286,0,0,34343,34453,0,110,2537,0,21,286,53438,35566,1643
1,3,1230,4102,5120,0,0,264809,0,33101,0,0,222,0,0,57762,57956,0,194,1052,0,7,222,69228,56313,0
1,4,1578,5103,5120,0,0,263259,0,32908,0,0,166,0,0,60894,61041,0,147,2734,0,12,166,82683,62118,1076
1,5,1954,6105,5120,0,0,208580,0,26011,0,0,192,0,0,42108,42238,0,130,1163,0,9,192,73446,41509,347
1,6,2276,7108,5120,0,0,256622,0,32078,0,0,205,0,0,54153,54334,0,181,1761,0,13,205,75324,55319,1442
1,7,2653,8109,5120,0,0,335594,0,41949,0,0,231,0,0,77059,77216,0,157,3389,0,13,231,95756,75926,222
1,8,2961,9111,5120,0,0,276333,0,34542,0,0,253,0,0,55815,56019,0,204,1382,0,11,253,89822,57527,1927
1,9,3300,10113,5120,0,0,306351,0,38294,0,0,210,0,0,61609,61797,0,188,3824,0,19,210,96306,61759,1889
1,10,3672,11116,5120,0,0,306451,0,38306,0,0,259,0,0,62986,63161,0,175,860,0,7,259,88813,63078,1806
1,11,4031,12118,5120,0,0,266713,0,33339,0,0,280,0,0,55469,55578,0,109,5612,0,32,280,87167,54564,792
1,12,4372,13119,5120,0,0,298230,0,37279,0,0,215,0,0,60889,61058,0,169,6210,0,28,215,92328,62262,2005
1,13,4739,14124,5120,0,0,258810,0,32351,0,0,256,0,0,56324,56494,0,170,1455,0,7,256,81907,56530,2044
1,14,5072,15133,5120,0,0,267792,0,33474,0,0,212,0,0,56914,57082,0,168,868,0,11,212,79299,55182,144
1,15,5399,16137,5120,0,0,275461,0,34285,0,0,212,0,0,59705,59847,0,142,2976,0,16,212,81078,61523,1824
1,16,5689,17142,5120,0,0,209251,0,26156,0,0,112,0,0,53737,53844,0,107,1736,0,6,112,60016,52282,262
1,17,5885,18143,5120,0,0,111816,0,13721,0,0,43,0,0,34519,34567,0,48,923,0,1,43,35259,34321,16
1,18,5927,19144,5120,0,0,14624,0,1828,0,0,3,0,0,4973,4977,0,4,0,0,0,3,4961,4961,0
1,19,5932,20145,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,5937,21145,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,5941,22145,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,5945,23146,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,5951,24148,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,5957,25149,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,5962,26149,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,5969,27150,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,5976,28151,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,5982,29152,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,5989,30153,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,5995,31154,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,6001,32154,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,6007,33155,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,6016,34156,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
