pid,round,cpu,wc,ram,logged,decided,agr_rounds,restarts,loaded_tail,active_tail,active_front,loaded_front,beb_bc,beb_dir,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,send_q_size,susp_size,fl_s,fl_r,fl_rq,receive_q_size
2,5,2281,6043,4992,255,257,752,2,858,1358,1388,1398,752,2745,5726,5753,5726,12117,17874,649,762,0,11428,12886,763,650,363,447,71,816,0,13579,12919,12919,103
2,6,2696,7046,4992,248,272,679,8,1106,1606,1636,1646,679,2633,5252,5349,5251,11279,16991,702,738,0,10477,11957,738,693,436,193,22,452,0,12756,11955,11955,103
2,7,3075,8048,4992,272,247,738,2,1378,1878,1908,1918,738,2648,5313,5600,5313,11048,16570,742,741,0,10435,11910,741,687,476,188,74,531,0,12551,11940,11940,133
2,8,3459,9054,4992,244,258,616,39,1622,2122,2152,2162,616,2196,4838,4660,4838,10046,14731,583,694,0,9350,10730,694,638,369,530,43,506,0,11368,10693,10693,96
2,9,3801,10056,4992,307,309,765,7,1929,2429,2459,2469,765,2648,5920,5708,5920,11100,16712,790,730,0,11714,13280,730,790,259,299,28,602,0,12670,13202,13202,18
2,10,4153,11057,4992,292,275,736,14,2221,2721,2721,2731,736,2552,5545,5496,5545,11234,16925,474,638,0,10943,12065,638,435,634,268,41,407,0,12396,12044,12044,0
2,11,4515,12059,4992,296,296,796,3,2517,3017,3047,3057,796,2651,5692,5835,5692,11210,16997,510,652,0,11925,13176,652,549,344,152,21,483,0,12420,13179,13179,3
2,12,4888,13062,4992,279,286,735,10,2796,3296,3326,3336,735,2697,5495,5637,5496,11107,16524,662,724,0,11282,12692,724,640,245,453,30,703,0,12538,12699,12699,11
2,13,5254,14065,4992,256,249,662,10,3052,3552,3582,3592,662,2546,5153,5194,5154,10515,15544,576,756,0,10484,11886,756,598,288,346,36,870,0,11890,11981,11981,106
2,14,5635,15071,4992,259,259,762,0,3311,3811,3841,3851,762,2725,5677,5773,5676,11044,16899,663,862,0,11289,12861,862,663,282,565,23,788,0,12618,12862,12862,107
2,15,6018,16074,4992,250,250,691,9,3561,4061,4091,4101,691,2867,5772,5631,5772,11150,16585,846,814,0,11568,13277,814,846,815,592,89,984,0,12856,13271,13271,112
2,16,6404,17077,4992,221,225,631,0,3782,4282,4312,4322,631,2381,4788,4905,4788,9712,14710,849,720,0,9165,10691,720,760,663,533,106,891,0,11286,10843,10843,264
2,17,6797,18079,4992,194,200,474,24,3976,4476,4506,4516,474,2091,3992,3987,3993,8283,12662,580,611,0,8253,9470,611,560,510,508,98,499,0,9523,9564,9564,358
2,18,7185,19083,4992,261,249,648,5,4237,4737,4767,4777,648,2620,5216,5212,5215,10467,15310,579,531,0,10690,11946,531,675,363,321,49,908,0,11627,11691,11691,117
2,19,7575,20103,4992,247,248,681,5,4484,4984,5001,5001,681,2526,5242,5250,5243,11392,17097,621,734,0,10581,11982,734,621,294,376,17,453,0,12771,12037,12037,174
2,20,7612,21104,4992,17,16,5,0,4501,5001,5001,5001,5,59,133,79,132,226,758,30,30,0,534,644,30,30,0,144,0,0,0,331,470,470,0
2,21,7621,22105,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,144,0,0,0,50,49,49,0
2,22,7634,23106,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,144,0,0,0,50,50,50,0
2,23,7645,24106,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,144,0,0,0,50,50,50,0
2,24,7661,25108,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,144,0,0,0,50,50,50,0
5,0,390,1026,4608,177,177,542,0,1,178,197,207,542,2117,4202,4285,4202,8064,11719,539,525,0,8100,9162,525,488,355,112,38,630,0,9175,9315,9315,153
5,1,764,2029,4736,179,186,567,5,1,357,387,397,567,2322,4603,4590,4604,8671,13348,618,664,0,9793,11046,664,544,555,65,109,543,0,9996,11047,11047,173
5,2,1143,3032,4864,237,230,676,0,94,594,624,634,676,2450,5115,5154,5115,10075,15176,652,675,0,9830,11305,675,756,218,185,75,598,0,11442,11251,11251,143
5,3,1525,4044,4864,299,299,794,0,393,893,920,930,794,2910,6000,6086,6000,12124,18138,827,864,0,11503,13244,864,827,434,270,37,670,0,13842,13105,13105,6
5,4,1950,5053,4864,232,239,689,0,625,1125,1151,1161,689,2600,5190,5356,5191,10740,16187,783,676,0,10328,11801,676,749,311,0,49,579,0,12123,11881,11881,216
5,5,2320,6058,4864,248,248,740,0,873,1373,1403,1413,740,2834,5788,5794,5787,11689,17275,618,813,0,11464,12976,813,652,506,497,108,787,0,13169,12751,12751,0
5,6,2724,7082,4864,275,268,709,12,1148,1648,1678,1688,709,2588,5351,5424,5351,10933,16256,785,609,0,10626,12069,609,785,238,358,28,888,0,12376,12123,12123,54
5,7,3130,8084,4992,269,270,734,9,1417,1917,1947,1957,734,2658,5334,5594,5335,11813,17514,656,846,0,10889,12439,846,656,472,324,70,782,0,13359,12493,12493,107
5,8,3508,9089,4992,263,263,653,36,1680,2180,2210,2220,653,2276,4998,4888,4998,9723,14615,663,606,0,9574,10854,606,627,408,135,45,817,0,11039,11005,11005,259
5,9,3912,10097,4992,288,287,811,0,1968,2468,2498,2508,811,2830,5887,6074,5887,12398,18551,700,822,0,11518,13124,822,736,476,380,54,749,0,13965,12871,12871,2
5,10,4278,11109,4992,303,305,716,11,2271,2771,2801,2811,716,2479,5603,5343,5603,10720,15951,604,467,0,10946,12066,467,604,243,573,18,862,0,11586,12079,12079,232
5,11,4622,12111,4992,265,270,669,6,2536,3036,3066,3076,669,2687,5557,5363,5557,11002,16802,609,547,0,11057,12250,547,596,192,264,25,425,0,12207,12110,12110,92
5,12,4997,13115,4992,291,284,794,27,2827,3327,3351,3361,794,2368,5687,5544,5687,11054,16531,670,647,0,11266,12645,647,683,424,226,41,498,0,12421,12617,12617,64
5,13,5369,14116,4992,242,241,674,5,3069,3569,3599,3609,674,2621,5285,5317,5284,10694,15617,762,704,0,10195,11589,704,645,754,560,117,906,0,12205,11736,11735,210
5,14,5723,15124,4992,252,259,673,6,3321,3821,3851,3861,673,2552,5310,5244,5310,10545,16140,707,691,0,9842,11405,691,824,208,160,36,555,0,11988,11449,11450,255
5,15,6099,16125,4992,250,255,754,13,3571,4071,4101,4111,754,3002,6037,6018,6037,11846,17954,874,869,0,12051,13842,869,874,364,273,42,465,0,13637,13616,13616,29
5,16,6482,17131,4992,240,223,618,1,3811,4311,4341,4351,618,2233,4759,4705,4759,8968,13180,633,763,0,9386,10817,762,621,422,554,35,958,0,10407,10874,10875,91
5,17,6877,18139,4992,194,203,490,4,4005,4505,4535,4545,490,1834,3824,3794,3824,7913,12142,561,526,0,7891,9012,527,547,234,266,21,523,0,9051,8941,8941,20
5,18,7236,19147,4992,254,243,698,1,4259,4759,4789,4799,698,2733,5694,5525,5694,11074,16631,674,658,0,11598,12911,658,608,602,184,80,491,0,12450,13153,13153,262
5,19,7653,20149,4992,242,232,588,2,4501,5001,5001,5001,588,2277,4683,4629,4682,9947,15002,583,567,0,9371,10648,567,663,53,128,9,109,0,11147,10396,10396,11
5,20,7668,21149,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,20,129,9,9,0,47,116,9,9,0,58,0,0,0,88,104,104,0
5,21,7688,22150,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,58,0,0,0,45,47,47,0
5,22,7695,23150,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,58,0,0,0,50,50,50,0
5,23,7705,24151,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,58,0,0,0,50,50,50,0
5,24,7717,25152,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,58,0,0,0,50,50,50,0
3,0,354,1026,4608,159,164,513,3,1,160,190,200,513,1985,4016,4037,4016,7723,11193,515,453,0,7509,8447,453,439,653,102,85,567,0,8741,8618,8618,171
3,1,749,2033,4736,199,202,597,2,1,359,389,399,597,2288,4698,4676,4699,9723,14281,624,602,0,9005,10357,602,700,249,117,28,685,0,10993,10297,10297,111
3,2,1136,3043,4864,222,222,580,4,81,581,611,621,580,2520,4878,4840,4877,10213,15110,732,775,0,10069,11596,775,706,179,149,16,662,0,11764,11625,11625,141
3,3,1530,4046,4864,279,284,773,4,360,860,890,900,773,2941,5946,6033,5946,11972,17947,924,890,0,11449,13241,890,854,644,482,70,720,0,13836,13286,13286,196
3,4,1891,5058,4864,252,233,691,2,612,1112,1142,1152,691,2526,5104,5290,5104,10700,16160,711,672,0,10388,11862,672,754,235,272,76,625,0,12114,11617,11617,40
3,5,2286,6067,4864,252,249,695,0,864,1364,1394,1404,695,2783,5574,5563,5574,11429,16974,715,740,0,11236,12741,740,715,483,336,104,658,0,12934,12932,12932,231
3,6,2644,7071,4992,277,276,706,0,1141,1641,1671,1681,706,2097,5353,4921,5353,10005,14989,814,625,0,11378,12820,625,772,710,173,50,732,0,11477,12781,12781,245
3,7,3017,8074,4992,234,235,639,36,1375,1875,1905,1915,639,2475,5105,5031,5106,10515,15885,730,788,0,10112,11720,788,772,125,290,21,393,0,12077,11734,11734,268
3,8,3437,9090,4992,298,307,732,15,1673,2173,2203,2213,732,2519,5269,5447,5268,10398,15498,599,630,0,10571,11842,630,591,467,185,91,739,0,11648,11498,11498,0
3,9,3789,10093,4992,255,258,621,18,1928,2428,2458,2468,621,2711,5373,5195,5373,10843,16254,846,743,0,11029,12571,743,750,462,224,60,524,0,12256,12624,12624,116
3,10,4152,11095,4992,324,311,767,17,2252,2752,2782,2792,767,2652,5615,5720,5615,11488,17114,518,537,0,11181,12340,537,574,389,316,27,618,0,12592,12256,12256,52
3,11,4536,12096,4992,275,275,724,38,2527,3027,3057,3067,724,2575,5481,5471,5481,10764,16449,602,594,0,10649,11892,594,602,222,257,35,404,0,12007,11918,11918,93
3,12,4896,13101,4992,306,306,776,33,2833,3333,3363,3373,776,2621,5433,5725,5433,10682,15938,618,688,0,10828,12184,688,618,470,445,54,873,0,12033,12091,12091,0
3,13,5326,14106,4992,236,237,673,2,3069,3569,3599,3609,673,2659,5290,5351,5290,10618,15959,830,653,0,10682,12114,653,733,697,248,135,883,0,12123,12212,12212,98
3,14,5754,15107,4992,241,243,693,0,3310,3810,3840,3850,693,2682,5354,5454,5355,10471,16202,780,700,0,10230,11855,700,877,312,219,72,606,0,11982,11871,11871,113
3,15,6132,16113,4992,291,288,792,2,3601,4101,4131,4141,792,2976,6150,6144,6149,11983,17832,858,950,0,12235,14091,950,858,676,606,63,922,0,13841,14016,14016,38
3,16,6544,17121,4992,208,209,584,20,3809,4309,4339,4349,584,2388,4554,4724,4554,9309,14233,741,730,0,8915,10434,730,741,583,173,38,722,0,10756,10527,10527,139
3,17,6913,18124,4992,194,194,525,31,4003,4503,4533,4543,525,1995,3889,4095,3889,8409,12610,583,604,0,8367,9546,604,528,334,482,40,616,0,9640,9519,9519,124
3,18,7303,19132,4992,252,256,672,10,4255,4755,4785,4795,672,2607,5426,5295,5426,11143,16163,710,580,0,11160,12524,580,736,271,872,30,921,0,12463,12408,12408,27
3,19,7724,20147,4992,242,237,617,4,4497,4997,5001,5001,617,2281,4907,4749,4908,10234,15477,611,588,0,10103,11345,588,611,92,616,14,427,0,11483,11333,11333,15
3,20,7750,21148,4992,4,4,0,0,4501,5001,5001,5001,0,14,30,14,29,168,609,18,16,0,132,216,16,18,0,310,0,0,0,243,201,201,0
3,21,7758,22149,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,310,0,0,0,50,50,50,0
3,22,7768,23150,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,310,0,0,0,50,50,50,0
3,23,7781,24150,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,310,0,0,0,50,50,50,0
3,24,7797,25151,4992,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,310,0,0,0,50,50,50,0
1,0,348,1025,4608,153,154,525,0,1,154,184,194,525,1913,3899,4013,3899,7677,11221,508,486,0,6974,8003,486,495,209,162,34,468,0,8721,8065,8065,62
1,1,730,2046,4864,196,198,593,0,1,350,380,390,593,2265,4627,4637,4627,9383,13927,600,668,0,9213,10540,668,613,137,354,20,642,0,10695,10520,10520,134
1,2,1128,3047,4992,237,234,623,0,87,587,617,627,623,2523,4996,5015,4996,9921,14756,689,681,0,9874,11293,681,689,443,282,56,822,0,11342,11248,11248,89
1,3,1528,4054,4992,256,268,777,1,343,843,873,883,777,2951,5978,6059,5978,12049,18301,809,964,0,12277,14097,964,809,452,387,71,629,0,13857,14232,14232,224
1,4,1915,5058,4992,257,245,637,6,600,1100,1130,1140,637,2366,5064,4914,5064,10054,15142,711,721,0,10409,11865,721,685,235,421,74,540,0,11504,11779,11779,138
1,5,2291,6068,5120,257,246,702,0,857,1357,1387,1397,702,2722,5485,5530,5485,11020,16658,718,686,0,11331,12806,686,744,179,241,55,531,0,12469,12772,12772,104
1,6,2634,7070,5120,237,260,660,7,1094,1594,1624,1634,660,2619,5213,5259,5212,10867,16325,631,764,0,10784,12229,764,631,204,384,17,336,0,12307,11997,11997,19
1,7,2968,8072,5120,291,268,685,2,1385,1885,1915,1925,685,2502,5309,5242,5309,10603,15504,822,690,0,11130,12632,690,764,336,462,31,677,0,12164,12742,12742,129
1,8,3314,9079,5120,297,297,701,14,1682,2182,2212,2222,701,2256,5088,5060,5088,9649,14701,701,615,0,10354,11699,615,682,221,602,26,685,0,11012,11612,11612,67
1,9,3737,10081,5120,266,268,798,5,1948,2448,2478,2488,798,2784,5820,5976,5820,11913,17917,787,776,0,11306,12937,776,806,250,356,29,657,0,13521,12883,12883,13
1,10,4090,11085,5120,307,305,718,21,2255,2755,2785,2795,718,2566,5517,5438,5517,10722,16095,523,525,0,10836,11930,525,523,530,727,37,722,0,11820,11891,11891,44
1,11,4477,12088,5120,262,262,712,35,2517,3017,3047,3057,712,2769,5484,5617,5484,11061,17042,688,519,0,10790,12047,519,688,125,297,15,358,0,12316,12085,12085,82
1,12,4827,13090,5120,286,286,690,30,2803,3303,3333,3343,690,2548,5327,5308,5327,10246,15439,636,603,0,10074,11359,603,636,430,365,49,473,0,11530,11412,11412,164
1,13,5220,14094,5120,249,249,670,6,3052,3552,3582,3592,671,2584,5258,5266,5259,10672,15697,764,666,0,10269,11686,666,702,485,491,77,713,0,12152,11634,11634,115
1,14,5622,15112,5120,245,259,681,0,3297,3797,3827,3837,681,2735,5470,5459,5470,10791,16373,702,799,0,10436,12046,799,764,293,708,35,661,0,12189,12147,12147,234
1,15,6027,16114,5120,274,261,775,0,3571,4071,4101,4111,775,3019,6027,6119,6026,12406,18356,791,924,0,11403,13167,924,791,708,591,94,846,0,14171,13080,13080,148
1,16,6387,17122,5120,216,219,603,3,3787,4287,4317,4327,603,2271,4738,4683,4738,9666,14457,770,744,0,9415,10975,744,770,243,610,53,738,0,11203,10838,10838,12
1,17,6781,18131,5120,213,214,568,6,4000,4500,4525,4535,568,1845,4296,4117,4297,9039,12825,592,566,0,8624,9796,566,558,379,1112,31,1069,0,10230,9843,9843,205
1,18,7189,19149,5120,243,240,712,0,4243,4743,4773,4783,712,2742,5520,5590,5519,11159,17093,644,669,0,11177,12445,669,551,678,726,113,725,0,12389,12452,12452,372
1,19,7569,20170,5120,238,236,625,6,4481,4981,5001,5001,625,2452,4928,4952,4929,9901,15381,606,644,0,10886,12288,644,709,1,402,1,197,0,11196,11934,11934,18
1,20,7640,21173,5120,20,20,10,0,4501,5001,5001,5001,10,23,143,63,142,229,489,14,16,0,262,342,16,14,0,319,0,0,0,309,324,324,0
1,21,7651,22174,5120,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,319,0,0,0,50,50,50,0
1,22,7662,23174,5120,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,319,0,0,0,50,50,50,2
1,23,7673,24175,5120,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,319,0,0,0,50,48,48,0
1,24,7687,25176,5120,0,0,0,0,4501,5001,5001,5001,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,319,0,0,0,50,50,50,3
