pid,round,cpu,wc,m_cmpsd,seq_nr,log,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,fl_s,fl_r
8,16,3495,23751,0,0,0,0,0,0,1037607,0,0,16,0,0,0,0,0,0
8,17,3675,25491,0,0,0,0,0,0,883472,0,0,13,0,0,0,0,0,0
8,18,3877,27519,0,0,0,0,0,0,835347,0,0,14,0,0,0,0,0,0
8,19,4055,29187,0,0,0,0,0,0,901276,0,0,12,0,0,0,0,0,0
8,20,4246,31084,0,0,0,0,0,0,897623,0,0,14,0,0,0,0,0,0
8,21,4428,32800,0,0,0,0,0,0,952643,0,0,14,0,0,0,0,0,0
8,22,4609,34558,0,0,0,0,0,583,884008,0,0,13,0,0,0,0,583,0
8,23,4819,36473,0,0,0,0,0,0,993748,0,0,15,0,0,0,0,0,0
8,24,4925,37531,0,0,0,0,0,0,550177,0,0,9,0,0,0,0,0,0
8,25,5050,38608,0,0,0,0,0,0,402554,0,0,8,0,0,0,0,0,0
8,26,5242,40653,0,0,0,0,0,0,967738,0,0,15,0,0,0,0,0,0
8,27,5452,42887,0,0,0,0,0,0,980045,0,0,17,0,0,0,0,0,0
8,28,5668,45177,0,0,0,0,0,0,1070910,0,0,19,0,0,0,0,0,0
8,29,5910,47813,0,0,0,0,0,0,1210401,0,0,20,0,0,0,0,0,0
8,30,6128,50099,0,0,0,0,0,0,1071693,0,0,18,0,0,0,0,0,0
8,31,6218,51152,0,0,0,0,0,0,376391,0,0,9,0,0,0,0,0,0
8,32,6418,53343,0,0,0,0,0,0,1002013,0,0,16,0,0,0,0,0,0
8,33,6635,55774,0,0,0,0,0,0,1068952,0,0,18,0,0,0,0,0,0
8,34,6840,58132,0,0,0,0,0,0,976333,0,0,18,0,0,0,0,0,0
8,35,7060,60628,0,0,0,0,0,0,1055860,0,0,19,0,0,0,0,0,0
8,36,7280,63055,0,0,0,0,0,0,1046294,0,0,18,0,0,0,0,0,0
8,37,7490,65570,0,0,0,0,0,0,1034122,0,0,17,0,0,0,0,0,0
8,38,7727,68403,0,0,0,0,0,583,1148644,0,0,20,0,0,0,0,0,0
8,39,7828,69521,0,0,0,0,0,0,492850,0,0,8,0,0,0,0,0,0
8,40,7916,70638,0,0,0,0,0,0,496509,0,0,8,0,0,0,0,0,0
8,41,8164,73391,0,0,0,0,0,0,1161357,0,0,19,0,0,0,0,0,0
8,42,8253,74477,0,0,0,0,0,0,496117,0,0,8,0,0,0,0,0,0
8,43,8341,75564,0,0,0,0,0,0,389807,0,0,7,0,0,0,0,0,0
8,44,8563,78297,0,0,0,0,0,0,1063171,0,0,19,0,0,0,0,0,0
8,45,8658,79374,0,0,0,0,0,0,472587,0,0,8,0,0,0,0,0,0
8,46,8831,81539,0,0,0,0,0,0,869132,0,0,14,0,0,0,0,0,0
8,47,9065,84390,0,0,0,0,0,0,1147455,0,0,21,0,0,0,0,0,0
8,48,9330,87542,0,0,0,0,0,0,1065612,0,0,22,0,0,0,0,0,0
8,49,9405,88638,0,0,0,0,0,0,98184,0,0,7,0,0,0,0,0,0
8,50,9656,91869,0,0,0,0,0,0,1025402,0,0,23,0,0,0,0,0,0
8,51,9869,94402,0,0,0,0,0,0,968610,0,0,19,0,0,0,0,0,0
8,52,10102,97523,0,0,0,0,0,0,1210614,0,0,23,0,0,0,0,0,0
8,53,10319,100275,0,0,0,0,0,0,1058719,0,0,20,0,0,0,0,0,0
8,54,10397,101371,0,0,0,0,0,0,391303,0,0,9,0,0,0,0,0,0
8,55,10623,104394,0,0,0,0,0,0,1184326,0,0,23,0,0,0,0,0,0
8,56,10878,107795,0,0,0,0,0,0,1243787,0,0,25,0,0,0,0,0,0
8,57,11074,110421,0,0,0,0,0,0,983971,0,0,20,0,0,0,0,0,0
8,58,11332,113719,0,0,0,0,0,0,1245838,0,0,25,0,0,0,0,0,0
8,59,11529,116511,0,0,0,0,0,0,945048,0,0,20,0,0,0,0,0,0
8,60,11775,119829,0,0,0,0,0,0,1139545,0,0,23,0,0,0,0,0,0
8,61,12005,123089,0,0,0,0,0,0,1004192,0,0,23,0,0,0,0,0,0
8,62,12085,124169,0,0,0,0,0,0,379696,0,0,8,0,0,0,0,0,0
8,63,12511,130550,0,0,0,0,0,0,2064012,0,0,44,0,0,0,0,0,0
16,0,122,2380,513,4097,3698,513,0,3584,899987,0,33,12,0,33,33,0,3617,33
16,1,247,3825,511,4095,1176,511,0,195,668280,0,260,8,0,260,260,0,427,234
16,2,349,5287,0,0,2352,0,0,3770,876980,0,208,12,0,208,208,0,1879,155
16,3,526,6756,0,0,966,0,0,1213,815665,0,0,11,0,0,0,0,702,0
16,4,681,7861,0,0,0,0,0,1,728945,0,0,9,0,0,0,0,1,0
16,5,860,9477,0,0,0,0,0,511,875545,0,7,14,0,7,7,0,518,7
16,6,1049,11050,0,0,0,0,0,185,929757,0,13,12,0,13,13,0,197,12
16,7,1267,12833,0,0,0,0,0,0,1035734,0,12,14,0,12,12,0,6,6
16,8,1459,14574,2,8,8,1,0,518,921953,0,29,14,0,29,29,0,4,0
16,9,1584,15653,1,8,0,1,0,5,634307,0,3,9,0,3,3,0,8,3
16,10,1707,16683,1,8,16,1,0,7,521298,0,8,9,0,8,8,0,15,8
16,11,1890,18701,508,4072,186,507,0,1474,873605,0,14,16,0,14,14,0,1476,9
16,12,2002,20818,0,0,2268,0,0,2794,997931,0,12,15,0,12,12,0,519,9
16,13,2111,22285,0,0,1618,0,0,798,628735,0,13,12,0,13,13,0,522,13
16,14,2280,24002,0,0,0,0,0,509,859308,0,28,14,0,28,28,0,508,0
16,15,2389,25040,0,0,0,0,0,1,484990,0,0,7,0,0,0,0,1,0
16,16,2488,26098,0,0,0,0,0,1,469962,0,0,9,0,0,0,0,1,0
16,17,2684,28043,0,0,0,0,0,509,960827,0,0,14,0,0,0,0,508,0
16,18,2870,29850,0,0,0,0,0,0,902623,0,6,14,0,6,6,0,6,6
16,19,3095,32093,0,0,0,0,0,0,1073077,0,17,16,0,17,17,0,8,8
16,20,3197,33118,0,0,0,0,0,1,516584,0,0,8,0,0,0,0,1,0
16,21,3413,35176,0,0,0,0,0,1,1055334,0,0,18,0,0,0,0,0,0
16,22,3639,37551,0,0,0,0,0,693,1145971,0,0,18,0,0,0,0,0,0
16,23,3854,39820,0,0,0,0,0,96,1014264,0,0,18,0,0,0,0,0,0
16,24,4063,42116,0,0,0,0,0,0,980129,0,0,16,0,0,0,0,0,0
16,25,4152,43188,0,0,0,0,0,0,484289,0,0,8,0,0,0,0,0,0
16,26,4350,45446,0,0,0,0,0,0,941167,0,0,17,0,0,0,0,0,0
16,27,4449,46536,0,0,0,0,0,0,477824,0,0,7,0,0,0,0,0,0
16,28,4627,48734,0,0,0,0,0,0,812641,0,0,16,0,0,0,0,0,0
16,29,4727,49783,0,0,0,0,0,1,529341,0,0,8,0,0,0,0,1,0
16,30,4934,52209,0,0,0,0,0,1,960200,0,0,18,0,0,0,0,0,0
16,31,5152,54745,0,0,0,0,0,508,1093554,0,0,20,0,0,0,0,0,0
16,32,5379,57249,0,0,0,0,0,0,1091200,0,0,19,0,0,0,0,0,0
16,33,5619,60123,0,0,0,0,0,0,1189853,0,0,20,0,0,0,0,0,0
16,34,5822,62586,0,0,0,0,0,0,990233,0,0,17,0,0,0,0,0,0
16,35,6077,65409,0,0,0,0,0,0,1222881,0,0,19,0,0,0,0,0,0
16,36,6286,67921,0,0,0,0,0,0,992561,0,0,20,0,0,0,0,0,0
16,37,6375,69008,0,0,0,0,0,185,382746,0,0,7,0,0,0,0,185,0
16,38,6546,71243,0,0,0,0,0,96,839924,0,0,17,0,0,0,0,96,0
16,39,6768,73905,0,0,0,0,0,0,1076649,0,0,20,0,0,0,0,0,0
16,40,7020,76967,0,0,0,0,0,0,1089539,0,0,22,0,0,0,0,0,0
16,41,7244,79948,0,0,0,0,0,0,633558,0,0,19,0,0,0,0,0,0
16,42,7508,83090,0,0,0,0,0,1,1083424,0,0,22,0,0,0,0,0,0
16,43,7728,85951,0,0,0,0,0,509,1012250,0,0,22,0,0,0,0,508,0
16,44,7945,88586,0,0,0,0,0,0,1006938,0,0,20,0,0,0,0,0,0
16,45,8197,91844,0,0,0,0,0,0,1240964,0,0,24,0,0,0,0,0,0
16,46,8403,94767,0,0,0,0,0,0,992024,0,0,22,0,0,0,0,0,0
16,47,8481,95842,0,0,0,0,0,0,427643,0,0,6,0,0,0,0,0,0
16,48,8706,98797,0,0,0,0,0,0,1087196,0,0,22,0,0,0,0,0,0
16,49,8949,101732,0,0,0,0,0,0,1128565,0,0,23,0,0,0,0,0,0
16,50,9148,104463,0,0,0,0,0,0,920596,0,0,20,0,0,0,0,0,0
16,51,9225,105538,0,0,0,0,0,0,356095,0,0,7,0,0,0,0,0,0
16,52,9504,109219,0,0,0,0,0,0,1304994,0,0,25,0,0,0,0,0,0
16,53,9698,112002,0,0,0,0,0,0,856735,0,0,19,0,0,0,0,0,0
16,54,9777,113042,0,0,0,0,0,0,272636,0,0,7,0,0,0,0,0,0
16,55,9860,114231,0,0,0,0,0,0,327853,0,0,9,0,0,0,0,0,0
16,56,10321,120504,0,0,0,0,0,0,2209249,0,0,44,0,0,0,0,0,0
22,0,69,4869,512,4096,1346,512,0,3072,485760,0,0,8,0,0,0,0,3072,0
22,1,122,5935,0,0,0,0,0,1024,461532,0,0,7,0,0,0,0,1024,0
22,2,236,8064,1,1,2352,1,0,517,1076255,0,287,16,0,287,287,0,213,208
22,3,307,9124,1,7,406,1,0,298,474739,0,1,9,0,1,1,0,299,1
22,4,521,11430,0,0,0,0,0,2,1023717,0,0,19,0,0,0,0,0,0
22,5,689,13519,510,4088,770,509,0,2338,917762,0,599,16,0,599,599,0,2683,350
22,6,804,15905,0,0,1176,0,0,2042,995282,0,433,17,0,433,433,0,673,163
22,7,917,18057,0,0,2142,0,0,512,960215,0,0,15,0,0,0,0,0,0
22,8,1123,20448,0,0,0,0,0,510,991799,0,430,18,0,430,430,0,53,53
22,9,1297,22557,0,0,0,0,0,801,745281,0,155,16,0,155,155,0,510,0
22,10,1497,24694,0,0,0,0,0,0,986899,0,3,16,0,3,3,0,3,3
22,11,1716,27220,0,0,0,0,0,1,1082908,0,17,19,0,17,17,0,11,11
22,12,1808,28268,0,0,0,0,0,0,497057,0,11,8,0,11,11,0,11,11
22,13,2030,30752,0,0,0,0,0,510,1077655,0,0,19,0,0,0,0,510,0
22,14,2127,31850,0,0,0,0,0,0,493290,0,0,8,0,0,0,0,0,0
22,15,2373,34744,0,0,0,0,0,0,1169674,0,0,21,0,0,0,0,0,0
22,16,2595,37466,0,0,0,0,0,0,1037744,0,0,20,0,0,0,0,0,0
22,17,2840,40219,0,0,0,0,0,290,1131595,0,0,20,0,0,0,0,0,0
22,18,3057,42792,0,0,0,0,0,1,1068996,0,0,20,0,0,0,0,0,0
22,19,3277,45495,0,0,0,0,0,0,1113565,0,0,19,0,0,0,0,0,0
22,20,3501,48057,0,0,0,0,0,510,1042331,0,229,19,0,229,229,0,739,229
22,21,3737,51102,3,16,16,0,0,15,996238,0,267,21,0,267,267,0,3,0
22,22,3943,53631,1,9,8,0,0,14,658445,0,339,17,0,339,339,0,85,78
22,23,4159,57092,508,4071,186,0,0,3435,954218,0,744,23,0,744,744,0,2255,222
22,24,4294,59834,0,0,1176,0,0,1150,962933,0,663,19,0,663,663,0,588,79
22,25,4352,60951,0,0,1092,0,0,0,383651,0,455,9,0,455,455,0,455,455
22,26,4468,63714,0,0,1032,0,0,510,995612,0,418,19,0,418,418,0,2,1
22,27,4616,66875,0,0,0,0,0,509,1223276,0,651,25,0,651,651,0,1,0
22,28,4708,67921,0,0,586,0,0,1,395082,0,378,7,0,378,378,0,379,378
22,29,4965,71112,0,0,0,0,0,291,1093823,0,726,21,0,726,726,0,638,348
22,30,5204,74353,0,0,0,0,0,509,1164517,0,0,24,0,0,0,0,508,0
22,31,5282,75436,0,0,0,0,0,1,357588,0,0,8,0,0,0,0,1,0
22,32,5514,78633,0,0,0,0,0,0,1108942,0,0,23,0,0,0,0,0,0
22,33,5719,81466,0,0,0,0,0,195,899240,0,0,20,0,0,0,0,0,0
22,34,5971,84782,0,0,0,0,0,2,1145838,0,0,23,0,0,0,0,0,0
22,35,6195,87977,0,0,0,0,0,1,952241,0,0,24,0,0,0,0,0,0
22,36,6272,89033,0,0,0,0,0,1,353991,0,0,7,0,0,0,0,1,0
22,37,6743,95246,0,0,0,0,0,508,2212739,0,0,44,0,0,0,0,0,0
14,0,172,1576,512,4096,4096,512,0,3584,984659,0,0,12,0,0,0,0,3584,0
14,1,353,3001,512,4096,4096,512,0,2871,626989,0,412,8,0,412,412,0,3283,412
14,2,541,4219,0,0,0,0,0,1737,836081,0,412,11,0,412,412,0,1511,286
14,3,698,5248,0,0,0,0,0,512,767760,0,566,7,0,566,566,0,1078,566
14,4,838,6291,0,0,0,0,0,0,644743,0,286,8,0,286,286,0,286,286
14,5,1017,7716,0,0,0,0,0,512,855629,0,188,11,0,188,188,0,512,0
14,6,1202,9188,0,0,0,0,0,0,866675,0,0,11,0,0,0,0,0,0
14,7,1343,10254,0,0,0,0,0,0,726954,0,0,8,0,0,0,0,0,0
14,8,1491,11300,0,0,0,0,0,512,692487,0,27,8,0,27,27,0,539,27
14,9,1641,12655,1,2,1,0,0,4,731774,0,227,10,0,227,227,0,230,226
14,10,1761,14439,511,4094,2477,0,0,3581,997673,0,375,15,0,375,375,0,1809,275
14,11,1872,16263,0,0,1032,0,0,1023,1026252,0,300,14,0,300,300,0,761,250
14,12,2083,18204,0,0,586,0,0,512,969495,0,421,15,0,421,421,0,832,321
14,13,2294,20014,0,0,0,0,0,88,1074961,0,271,15,0,271,271,0,234,146
14,14,2525,22131,0,0,0,0,0,511,956093,0,259,15,0,259,259,0,770,259
14,15,2748,24120,0,0,0,0,0,0,1096633,0,364,16,0,364,364,0,156,156
14,16,2931,25896,0,0,0,0,0,0,839228,0,429,14,0,429,429,0,247,247
14,17,3111,27623,0,0,0,0,0,0,864986,0,235,12,0,235,235,0,234,234
14,18,3308,29569,0,0,0,0,0,0,985118,0,259,15,0,259,259,0,0,0
14,19,3516,31425,0,0,0,0,0,511,1079760,0,0,14,0,0,0,0,0,0
14,20,3685,33120,0,0,0,0,0,0,800910,0,0,13,0,0,0,0,0,0
14,21,3888,35225,0,0,0,0,0,0,954953,0,0,15,0,0,0,0,0,0
14,22,4072,37230,512,4096,446,512,0,1626,950367,0,11,17,0,11,11,0,1538,0
14,23,4193,39622,0,0,2064,0,0,2559,1098127,0,0,17,0,0,0,0,512,0
14,24,4315,42096,0,0,0,0,0,1023,1188010,0,0,19,0,0,0,0,512,0
14,25,4457,44342,0,0,1586,0,0,0,971135,0,0,17,0,0,0,0,0,0
14,26,4645,46387,0,0,0,0,0,512,954110,0,0,15,0,0,0,0,512,0
14,27,4846,48727,0,0,0,0,0,511,972122,0,0,16,0,0,0,0,0,0
14,28,4943,49817,0,0,0,0,0,0,455522,0,0,8,0,0,0,0,0,0
14,29,5033,50867,0,0,0,0,0,0,465655,0,0,8,0,0,0,0,0,0
14,30,5121,51955,0,0,0,0,0,0,385341,0,0,8,0,0,0,0,0,0
14,31,5309,54042,0,0,0,0,0,0,934517,0,0,15,0,0,0,0,0,0
14,32,5523,56468,0,0,0,0,0,512,1050127,0,0,18,0,0,0,0,0,0
14,33,5786,59363,0,0,0,0,0,0,1269421,0,0,23,0,0,0,0,0,0
14,34,5885,60451,0,0,0,0,0,0,500765,0,0,8,0,0,0,0,0,0
14,35,6122,63004,0,0,0,0,0,0,1186433,0,0,20,0,0,0,0,0,0
14,36,6334,65618,0,0,0,0,0,0,1106700,0,0,19,0,0,0,0,0,0
14,37,6591,68580,0,0,0,0,0,0,1242919,0,0,21,0,0,0,0,0,0
14,38,6821,71393,0,0,0,0,0,512,1184390,0,0,21,0,0,0,0,512,0
14,39,7057,74135,0,0,0,0,0,0,1086360,0,0,20,0,0,0,0,0,0
14,40,7226,76209,0,0,0,0,0,0,799938,0,0,15,0,0,0,0,0,0
14,41,7438,78892,0,0,0,0,0,0,986381,0,0,20,0,0,0,0,0,0
14,42,7704,82418,0,0,0,0,0,511,1036989,0,0,24,0,0,0,0,0,0
14,43,8070,86590,0,0,0,0,0,0,1070820,0,0,25,0,0,0,0,0,0
14,44,8290,89232,0,0,0,0,0,0,949911,0,0,19,0,0,0,0,0,0
14,45,8514,92224,0,0,0,0,0,0,1153176,0,0,23,0,0,0,0,0,0
14,46,8740,94956,0,0,0,0,0,0,1071120,0,0,19,0,0,0,0,0,0
14,47,8944,97689,0,0,0,0,0,0,1103991,0,0,20,0,0,0,0,0,0
14,48,9023,98766,0,0,0,0,0,0,393831,0,0,9,0,0,0,0,0,0
