pid,round,cpu,wc,m_cmpsd,seq_nr,log,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,fl_s,fl_r
12,41,7877,77768,0,0,0,0,0,0,966986,0,0,14,0,0,0,0,0,0
12,42,8096,80509,0,0,0,0,0,0,1028477,0,0,19,0,0,0,0,0,0
12,43,8340,83600,0,0,0,0,0,0,1059390,0,0,22,0,0,0,0,0,0
12,44,8614,87130,0,0,0,0,0,0,888128,0,0,22,0,0,0,0,0,0
12,45,8840,89694,0,0,0,0,0,0,920431,0,0,18,0,0,0,0,0,0
12,46,9050,92365,0,0,0,0,0,0,1013731,0,0,20,0,0,0,0,0,0
12,47,9273,95247,0,0,0,0,0,0,1082081,0,0,19,0,0,0,0,0,0
12,48,9352,96355,0,0,0,0,0,0,397481,0,0,9,0,0,0,0,0,0
12,49,9571,99265,0,0,0,0,0,0,1090537,0,0,19,0,0,0,0,0,0
12,50,9803,102466,0,0,0,0,0,0,1105214,0,0,24,0,0,0,0,0,0
12,51,10041,105662,0,0,0,0,0,0,1216214,0,0,24,0,0,0,0,0,0
12,52,10261,108509,0,0,0,0,0,0,1020873,0,0,22,0,0,0,0,0,0
12,53,10350,109577,0,0,0,0,0,0,395662,0,0,8,0,0,0,0,0,0
12,54,10554,112340,0,0,0,0,0,0,991992,0,0,20,0,0,0,0,0,0
12,55,10800,115588,0,0,0,0,0,0,1184461,0,0,21,0,0,0,0,0,0
12,56,11007,118542,0,0,0,0,0,0,857856,0,0,21,0,0,0,0,0,0
12,57,11094,119609,0,0,0,0,0,0,392805,0,0,9,0,0,0,0,0,0
28,0,92,8280,222,1769,1768,222,0,1555,1015207,0,0,21,0,0,0,0,1555,0
28,1,313,12807,290,2327,754,0,0,2764,943953,0,0,21,0,0,0,0,534,0
28,2,438,15967,0,0,1176,0,0,801,1111037,0,0,25,0,0,0,0,290,0
28,3,499,17042,0,0,398,0,0,1,384607,0,1,8,0,1,1,0,2,1
28,4,709,20389,512,4096,778,0,0,3072,1025771,0,23,22,0,23,23,0,2855,7
28,5,750,21491,0,0,0,0,0,1534,360347,0,0,8,0,0,0,0,1534,0
28,6,797,22590,0,0,0,0,0,361,304857,0,472,7,0,472,472,0,833,472
28,7,937,25959,0,0,1176,0,0,361,1138156,0,602,24,0,602,602,0,1,0
28,8,983,27119,0,0,0,0,0,108,404378,0,324,7,0,324,324,0,432,324
24,0,105,3822,2,9,8,2,0,10,883387,0,0,15,0,0,0,0,10,0
24,1,243,5840,510,4087,1338,509,0,2463,442534,0,0,8,0,0,0,0,2463,0
24,2,344,7899,1,1,1176,1,0,1413,950811,0,58,16,0,58,58,0,304,5
24,3,387,8997,0,0,1176,0,0,291,376618,0,9,8,0,9,9,0,299,8
24,4,499,11473,0,0,0,0,0,291,1088847,0,43,18,0,43,43,0,331,42
24,5,580,12521,511,4095,1176,511,0,1022,455424,0,0,8,0,0,0,0,1022,0
24,6,699,15165,0,0,0,0,0,3147,1108272,0,1,19,0,1,1,0,592,1
24,7,812,17580,1,1,2352,1,0,511,1029441,0,205,19,0,205,205,0,192,191
24,8,922,20244,0,0,0,0,0,302,1055130,0,298,20,0,298,298,0,1,0
24,9,1113,23224,511,4095,2352,0,0,3942,1252556,0,334,22,0,334,334,0,1608,0
24,10,1234,25988,0,0,2124,0,0,807,1063817,0,184,19,0,184,184,0,1,1
24,11,1465,29049,0,0,586,0,0,297,1306753,0,435,22,0,435,435,0,82,82
24,12,1672,31612,0,0,0,0,0,578,949964,0,325,18,0,325,325,0,289,0
24,13,1921,34803,0,0,0,0,0,0,1131447,0,0,22,0,0,0,0,0,0
24,14,2031,36029,0,0,0,0,0,1,376331,0,6,9,0,6,6,0,7,6
24,15,2090,37087,0,0,0,0,0,0,109035,0,0,5,0,0,0,0,0,0
24,16,2167,38124,0,0,0,0,0,0,219580,0,7,5,0,7,7,0,7,7
24,17,2255,39260,0,0,0,0,0,0,284373,0,8,7,0,8,8,0,8,8
24,18,2344,40301,0,0,0,0,0,362,433466,0,7,8,0,7,7,0,369,7
24,19,2547,42571,0,0,0,0,0,0,864037,0,13,15,0,13,13,0,6,6
24,20,2637,43667,0,0,0,0,0,0,352525,0,8,7,0,8,8,0,8,8
24,21,2876,46639,0,0,0,0,0,0,1250444,0,21,20,0,21,21,0,2,2
24,22,3113,49542,0,0,0,0,0,289,1045276,0,22,21,0,22,22,0,3,3
24,23,3335,52423,0,0,0,0,0,1,1003159,0,0,21,0,0,0,0,1,0
24,24,3515,56067,434,3465,446,0,0,3472,1264828,0,105,27,0,105,105,0,436,0
24,25,3628,58756,0,0,1032,0,0,647,1042268,0,1,21,0,1,1,0,141,0
24,26,3768,61883,0,0,1986,0,0,293,1179684,0,53,24,0,53,53,0,31,31
24,27,3909,64497,78,631,78,0,0,685,800313,0,0,21,0,0,0,0,312,0
24,28,4111,67898,0,0,554,0,0,234,1023329,0,21,25,0,21,21,0,8,8
24,29,4337,70947,0,0,0,0,0,78,1007595,0,20,21,0,20,20,0,6,6
24,30,4563,74156,0,0,0,0,0,364,945079,0,17,24,0,17,17,0,0,0
5,0,360,1117,1024,8192,8192,1024,0,6104,1995417,0,157,10,0,157,157,0,6261,157
5,1,687,2205,0,0,0,0,0,600,1509919,0,0,9,0,0,0,0,600,0
5,2,1038,3453,512,4096,210,512,0,1627,2021810,0,25,11,0,25,25,0,1563,25
5,3,1177,4560,0,0,3886,0,0,2463,1133202,0,84,10,0,84,84,0,2035,84
5,4,1436,5857,0,0,0,0,0,1152,1231395,0,97,11,0,97,97,0,495,73
5,5,1614,7004,0,0,0,0,0,0,845888,0,36,9,0,36,36,0,0,0
5,6,1784,8094,0,0,0,0,0,417,723488,0,0,9,0,0,0,0,417,0
5,7,1942,9128,0,0,0,0,0,394,799595,0,0,9,0,0,0,0,394,0
5,8,2085,10155,0,0,0,0,0,0,616405,0,0,9,0,0,0,0,0,0
5,9,2318,11741,0,0,0,0,0,1,1183824,0,0,13,0,0,0,0,1,0
5,10,2526,13260,0,0,0,0,0,416,1028796,0,0,14,0,0,0,0,0,0
5,11,2725,14744,0,0,0,0,0,0,932465,0,0,13,0,0,0,0,0,0
5,12,2900,16125,0,0,0,0,0,0,849882,0,0,12,0,0,0,0,0,0
5,13,3066,17482,0,0,0,0,0,394,803583,0,0,10,0,0,0,0,394,0
5,14,3205,18798,0,0,0,0,0,0,647760,0,0,10,0,0,0,0,0,0
5,15,3415,20474,0,0,0,0,0,417,1050761,0,0,14,0,0,0,0,417,0
5,16,3650,22307,0,0,0,0,0,0,1167411,0,0,15,0,0,0,0,0,0
5,17,3843,24068,0,0,0,0,0,0,1009722,0,0,13,0,0,0,0,0,0
5,18,3998,25459,0,0,0,0,0,0,747943,0,0,11,0,0,0,0,0,0
5,19,4185,27188,0,0,0,0,0,0,905586,0,0,14,0,0,0,0,0,0
5,20,4392,29226,0,0,0,0,0,0,959789,0,0,15,0,0,0,0,0,0
5,21,4619,31413,0,0,0,0,0,0,1080799,0,0,17,0,0,0,0,0,0
5,22,4728,32451,0,0,0,0,0,0,486772,0,0,8,0,0,0,0,0,0
5,23,4889,33889,0,0,0,0,0,394,782107,0,0,11,0,0,0,0,394,0
5,24,5058,35664,0,0,0,0,0,0,851433,0,0,13,0,0,0,0,0,0
5,25,5254,37470,0,0,0,0,0,417,926222,0,0,14,0,0,0,0,417,0
5,26,5433,39316,0,0,0,0,0,0,807388,0,0,13,0,0,0,0,0,0
5,27,5623,41232,0,0,0,0,0,0,977962,0,0,15,0,0,0,0,0,0
5,28,5827,43371,0,0,0,0,0,0,964349,0,0,16,0,0,0,0,0,0
5,29,6053,45490,0,0,0,0,0,0,1171416,0,0,15,0,0,0,0,0,0
5,30,6278,47836,0,0,0,0,0,0,1155143,0,0,21,0,0,0,0,0,0
5,31,6376,48870,0,0,0,0,0,0,486739,0,0,8,0,0,0,0,0,0
5,32,6593,51218,0,0,0,0,0,0,975629,0,0,17,0,0,0,0,0,0
5,33,6765,53190,0,0,0,0,0,0,835712,0,0,14,0,0,0,0,0,0
5,34,6960,55432,0,0,0,0,0,0,926098,0,0,15,0,0,0,0,0,0
5,35,7159,57630,0,0,0,0,0,0,974502,0,0,17,0,0,0,0,0,0
5,36,7249,58690,0,0,0,0,0,0,475639,0,0,7,0,0,0,0,0,0
5,37,7446,60847,0,0,0,0,0,0,943274,0,0,16,0,0,0,0,0,0
5,38,7670,63473,0,0,0,0,0,0,1089756,0,0,19,0,0,0,0,0,0
5,39,7769,64571,0,0,0,0,0,0,470718,0,0,9,0,0,0,0,0,0
5,40,7981,66986,0,0,0,0,0,394,951536,0,0,18,0,0,0,0,394,0
5,41,8206,69620,0,0,0,0,0,417,1134473,0,0,20,0,0,0,0,417,0
5,42,8295,70777,0,0,0,0,0,0,485052,0,0,7,0,0,0,0,0,0
5,43,8516,73421,0,0,0,0,0,0,1104064,0,0,19,0,0,0,0,0,0
5,44,8729,75953,0,0,0,0,0,0,1072130,0,10,17,0,10,10,0,0,0
5,45,8976,78845,0,0,0,0,0,0,1123846,0,0,21,0,0,0,0,0,0
5,46,9187,81468,0,0,0,0,0,0,1063140,0,10,20,0,10,10,0,7,7
5,47,9277,82645,0,0,0,0,0,0,393556,0,8,9,0,8,8,0,8,8
5,48,9374,83753,0,0,0,0,0,0,439213,0,0,9,0,0,0,0,0,0
5,49,9636,86913,0,0,0,0,0,0,1273330,0,0,22,0,0,0,0,0,0
5,50,9817,89446,0,0,0,0,0,0,560710,0,0,17,0,0,0,0,0,0
5,51,10113,92807,0,0,0,0,0,0,1051049,0,0,22,0,0,0,0,0,0
5,52,10201,93883,0,0,0,0,0,0,420957,0,0,6,0,0,0,0,0,0
5,53,10281,94931,0,0,0,0,0,0,393519,0,0,8,0,0,0,0,0,0
5,54,10516,97812,0,0,0,0,0,0,1066438,0,0,23,0,0,0,0,0,0
5,55,10604,98890,0,0,0,0,0,0,476744,0,0,8,0,0,0,0,0,0
5,56,10837,101971,0,0,0,0,0,0,1023343,0,0,22,0,0,0,0,0,0
5,57,10927,103077,0,0,0,0,0,0,497465,0,0,9,0,0,0,0,0,0
5,58,11186,106469,0,0,0,0,0,0,1428057,0,0,25,0,0,0,0,0,0
5,59,11270,107624,0,0,0,0,0,0,366072,0,0,7,0,0,0,0,0,0
5,60,11491,110701,0,0,0,0,0,0,1072999,0,0,22,0,0,0,0,0,0
5,61,11711,113558,0,0,0,0,0,0,1060018,0,0,21,0,0,0,0,0,0
5,62,11946,116545,0,0,0,0,0,0,1075162,0,0,23,0,0,0,0,0,0
5,63,12016,117580,0,0,0,0,0,0,369514,0,0,7,0,0,0,0,0,0
5,64,12272,121126,0,0,0,0,0,0,1209950,0,0,25,0,0,0,0,0,0
5,65,12511,124417,0,0,0,0,0,0,1088610,0,0,25,0,0,0,0,0,0
5,66,12746,127624,0,0,0,0,0,0,1156685,0,0,22,0,0,0,0,0,0
17,0,110,1695,512,4096,1346,512,0,3073,685923,0,0,10,0,0,0,0,3073,0
17,1,211,3224,0,0,2352,0,0,1023,902512,0,0,12,0,0,0,0,512,0
17,2,351,4549,0,0,398,0,0,512,684958,0,56,10,0,56,56,0,567,56
17,3,516,6184,512,4096,778,510,0,3179,961254,0,6,14,0,6,6,0,3180,4
17,4,619,7901,0,0,2352,0,0,1187,927038,0,18,14,0,18,18,0,521,9
17,5,779,9609,0,0,966,0,0,511,927433,0,11,14,0,11,11,0,9,9
17,6,902,10650,0,0,0,0,0,781,627347,0,0,9,0,0,0,0,780,0
17,7,1103,12460,0,0,0,0,0,0,875983,0,0,13,0,0,0,0,0,0
17,8,1320,14638,0,0,0,0,0,349,1036633,0,0,17,0,0,0,0,349,0
17,9,1527,16565,0,0,0,0,0,163,1079308,0,0,15,0,0,0,0,0,0
17,10,1701,18312,0,0,0,0,0,1,854626,0,0,13,0,0,0,0,1,0
17,11,1856,19839,0,0,0,0,0,268,796409,0,0,13,0,0,0,0,0,0
17,12,2057,21775,0,0,0,0,0,0,1045101,0,0,14,0,0,0,0,0,0
17,13,2244,23561,0,0,0,0,0,512,833173,0,0,14,0,0,0,0,511,0
17,14,2418,25267,0,0,0,0,0,0,790573,0,0,13,0,0,0,0,0,0
17,15,2619,27292,0,0,0,0,0,0,964996,0,0,15,0,0,0,0,0,0
17,16,2830,29525,0,0,0,0,0,0,1057865,0,0,17,0,0,0,0,0,0
17,17,2948,30595,0,0,0,0,0,0,567727,0,0,8,0,0,0,0,0,0
17,18,3056,31664,0,0,0,0,0,0,487833,0,0,8,0,0,0,0,0,0
17,19,3256,33857,0,0,0,0,0,0,1003765,0,0,17,0,0,0,0,0,0
17,20,3353,34912,0,0,0,0,0,269,458069,0,0,7,0,0,0,0,269,0
17,21,3575,37249,0,0,0,0,0,0,1086796,0,0,18,0,0,0,0,0,0
17,22,3745,39232,0,0,0,0,0,349,890946,0,0,14,0,0,0,0,349,0
17,23,3944,41343,0,0,0,0,0,163,924406,0,0,17,0,0,0,0,0,0
17,24,4024,42442,0,0,0,0,0,0,386793,0,0,7,0,0,0,0,0,0
17,25,4207,44632,0,0,0,0,0,0,935077,0,0,16,0,0,0,0,0,0
17,26,4306,45679,0,0,0,0,0,0,500605,0,0,9,0,0,0,0,0,0
17,27,4492,47817,0,0,0,0,0,0,908884,0,0,16,0,0,0,0,0,0
17,28,4724,50492,0,0,0,0,0,0,1146102,0,0,19,0,0,0,0,0,0
17,29,4822,51600,0,0,0,0,0,0,504447,0,0,9,0,0,0,0,0,0
17,30,5044,54085,0,0,0,0,0,0,1079210,0,0,18,0,0,0,0,0,0
17,31,5123,55201,0,0,0,0,0,0,370836,0,0,8,0,0,0,0,0,0
17,32,5322,57536,0,0,0,0,0,0,959116,0,0,19,0,0,0,0,0,0
17,33,5550,60339,0,0,0,0,0,0,1136621,0,0,21,0,0,0,0,0,0
17,34,5764,63011,0,0,0,0,0,0,1080769,0,0,20,0,0,0,0,0,0
17,35,6013,65893,0,0,0,0,0,0,1259039,0,0,22,0,0,0,0,0,0
17,36,6186,67958,0,0,0,0,0,269,829140,0,0,15,0,0,0,0,269,0
17,37,6400,70770,0,0,0,0,0,0,1017057,0,0,22,0,0,0,0,0,0
17,38,6636,73712,0,0,0,0,0,512,1046936,0,0,20,0,0,0,0,0,0
17,39,6716,74799,0,0,0,0,0,0,284858,0,0,7,0,0,0,0,0,0
17,40,7003,78358,0,0,0,0,0,0,1041907,0,0,22,0,0,0,0,0,0
17,41,7179,80622,0,0,0,0,0,0,795386,0,0,16,0,0,0,0,0,0
17,42,7426,83615,0,0,0,0,0,0,1244395,0,0,22,0,0,0,0,0,0
17,43,7649,86507,0,0,0,0,0,0,1085254,0,0,21,0,0,0,0,0,0
17,44,7730,87582,0,0,0,0,0,0,392835,0,0,7,0,0,0,0,0,0
17,45,7828,88758,0,0,0,0,0,0,495413,0,0,7,0,0,0,0,0,0
17,46,7905,89848,0,0,0,0,0,0,397907,0,0,7,0,0,0,0,0,0
17,47,8000,90952,0,0,0,0,0,0,432174,0,0,7,0,0,0,0,0,0
17,48,8248,94341,0,0,0,0,0,0,1248731,0,0,25,0,0,0,0,0,0
17,49,8447,97008,0,0,0,0,0,0,967315,0,0,21,0,0,0,0,0,0
17,50,8688,100256,0,0,0,0,0,0,1090830,0,0,25,0,0,0,0,0,0
17,51,8865,102859,0,0,0,0,0,0,855054,0,0,18,0,0,0,0,0,0
17,52,9101,106127,0,0,0,0,0,0,1120867,0,0,23,0,0,0,0,0,0
17,53,9182,107177,0,0,0,0,0,0,396895,0,0,8,0,0,0,0,0,0
17,54,9411,110280,0,0,0,0,0,0,1014358,0,0,23,0,0,0,0,0,0
17,55,9656,113665,0,0,0,0,0,0,1291330,0,0,24,0,0,0,0,0,0
9,0,274,1217,5,33,32,5,0,25,1351610,0,0,10,0,0,0,0,25,0
9,1,458,2305,507,4063,2490,506,0,2833,1029473,0,56,9,0,56,56,0,2889,56
9,2,625,3523,512,4096,4704,511,0,4158,1164117,0,225,11,0,225,225,0,4321,169
9,3,823,4760,0,0,966,0,0,801,1068041,0,225,10,0,225,225,0,914,114
9,4,996,5876,0,0,0,0,0,511,862867,0,222,9,0,222,222,0,731,220
9,5,1220,7352,0,0,0,0,0,797,962608,0,376,12,0,376,376,0,801,289
9,6,1380,8449,0,0,0,0,0,0,749113,0,232,10,0,232,232,0,231,231
9,7,1610,9952,0,0,0,0,0,2,1087271,0,233,12,0,233,233,0,145,145
9,8,1807,11390,0,0,0,0,0,286,935076,0,318,11,0,318,318,0,458,173
9,9,2003,12855,0,0,0,0,0,510,906513,0,669,11,0,669,669,0,669,669
9,10,2219,14387,0,0,0,0,0,0,1129137,0,334,13,0,334,334,0,221,221
9,11,2406,15856,0,0,0,0,0,0,801660,0,0,11,0,0,0,0,0,0
9,12,2549,17173,0,0,0,0,0,2,619848,0,0,10,0,0,0,0,2,0
9,13,2741,18807,0,0,0,0,0,285,971496,0,8,14,0,8,8,0,292,7
9,14,2954,20490,0,0,0,0,0,289,993752,0,12,13,0,12,12,0,292,4
9,15,3138,22091,0,0,0,0,0,0,880477,0,10,13,0,10,10,0,2,2
9,16,3247,23132,0,0,0,0,0,0,491716,0,13,8,0,13,13,0,13,13
9,17,3463,25051,0,0,0,0,0,0,930897,0,0,16,0,0,0,0,0,0
9,18,3675,27040,0,0,0,0,0,0,1069251,0,28,15,0,28,28,0,7,7
9,19,3857,28628,0,0,0,0,0,0,875866,0,1,12,0,1,1,0,0,0
9,20,4053,30624,0,0,0,0,0,0,983713,0,21,16,0,21,21,0,4,4
9,21,4215,32221,0,0,0,0,0,0,804536,0,0,13,0,0,0,0,0,0
9,22,4392,33928,0,0,0,0,0,2,865734,0,0,12,0,0,0,0,2,0
9,23,4500,34956,0,0,0,0,0,1,570805,0,0,9,0,0,0,0,1,0
9,24,4686,36841,0,0,0,0,0,573,932110,0,0,13,0,0,0,0,288,0
9,25,4875,38758,0,0,0,0,0,0,935582,0,0,14,0,0,0,0,0,0
9,26,5099,41062,0,0,0,0,0,0,1046878,0,0,18,0,0,0,0,0,0
9,27,5312,43187,0,0,0,0,0,0,1105423,0,0,17,0,0,0,0,0,0
9,28,5557,45636,0,0,0,0,0,0,1234804,0,0,21,0,0,0,0,0,0
9,29,5672,46731,0,0,0,0,0,0,546365,0,0,10,0,0,0,0,0,0
9,30,5771,47825,0,0,0,0,0,0,495563,0,0,8,0,0,0,0,0,0
9,31,5866,48919,0,0,0,0,0,0,470205,0,0,9,0,0,0,0,0,0
9,32,6075,51244,0,0,0,0,0,0,964234,0,0,17,0,0,0,0,0,0
9,33,6272,53455,0,0,0,0,0,0,967683,0,0,16,0,0,0,0,0,0
9,34,6475,55904,0,0,0,0,0,0,1010207,0,0,18,0,0,0,0,0,0
9,35,6686,58272,0,0,0,0,0,0,979522,0,0,18,0,0,0,0,0,0
9,36,6874,60409,0,0,0,0,0,0,942149,0,0,16,0,0,0,0,0,0
9,37,7085,62915,0,0,0,0,0,0,981702,0,0,18,0,0,0,0,0,0
9,38,7299,65279,0,0,0,0,0,0,1088828,0,0,16,0,0,0,0,0,0
9,39,7524,67844,0,0,0,0,0,3,1191078,0,0,20,0,0,0,0,1,0
9,40,7731,70367,0,0,0,0,0,573,1003910,0,0,18,0,0,0,0,0,0
9,41,7973,73180,0,0,0,0,0,0,1170171,0,0,19,0,0,0,0,0,0
9,42,8233,76122,0,0,0,0,0,0,1274713,0,0,19,0,0,0,0,0,0
9,43,8432,78615,0,0,0,0,0,0,982359,0,1,19,0,1,1,0,1,1
9,44,8610,80689,0,0,0,0,0,0,862986,0,11,17,0,11,11,0,7,7
9,45,8837,83471,0,0,0,0,0,0,1132339,0,6,17,0,6,6,0,0,0
9,46,9080,86403,0,0,0,0,0,0,944394,0,0,20,0,0,0,0,0,0
9,47,9329,89764,0,0,0,0,0,0,661003,0,0,21,0,0,0,0,0,0
9,48,9546,92466,0,0,0,0,0,0,928385,0,0,21,0,0,0,0,0,0
9,49,9777,95288,0,0,0,0,0,0,1107318,0,0,20,0,0,0,0,0,0
9,50,10005,97991,0,0,0,0,0,0,1168913,0,0,20,0,0,0,0,0,0
9,51,10083,99048,0,0,0,0,0,0,381100,0,0,7,0,0,0,0,0,0
9,52,10338,102228,0,0,0,0,0,0,1387597,0,0,23,0,0,0,0,0,0
9,53,10415,103325,0,0,0,0,0,0,382452,0,0,9,0,0,0,0,0,0
9,54,10502,104452,0,0,0,0,0,0,492838,0,0,7,0,0,0,0,0,0
9,55,10711,107289,0,0,0,0,0,0,1067094,0,0,21,0,0,0,0,0,0
9,56,10800,108355,0,0,0,0,0,0,391316,0,0,8,0,0,0,0,0,0
9,57,11031,111307,0,0,0,0,0,0,1159842,0,0,21,0,0,0,0,0,0
9,58,11256,114447,0,0,0,0,0,0,1052115,0,0,24,0,0,0,0,0,0
9,59,11531,118237,0,0,0,0,0,0,1279473,0,0,28,0,0,0,0,0,0
9,60,11730,121030,0,0,0,0,0,0,890362,0,0,21,0,0,0,0,0,0
9,61,11974,124369,0,0,0,0,0,0,1102282,0,0,24,0,0,0,0,0,0
9,62,12051,125458,0,0,0,0,0,0,381283,0,0,8,0,0,0,0,0,0
21,0,103,4082,512,4096,1346,512,0,3585,974007,0,0,16,0,0,0,0,3585,0
21,1,205,6120,0,0,1176,0,0,512,487544,0,0,7,0,0,0,0,512,0
21,2,385,7954,0,0,1574,0,0,511,873983,0,0,13,0,0,0,0,0,0
21,3,561,9730,0,0,0,0,0,512,866718,0,0,15,0,0,0,0,0,0
21,4,779,11925,0,0,0,0,0,0,1065216,0,0,15,0,0,0,0,0,0
21,5,969,13916,0,0,0,0,0,512,981996,0,0,16,0,0,0,0,0,0
21,6,1190,16322,0,0,0,0,0,0,1074450,0,0,21,0,0,0,0,0,0
21,7,1425,18765,0,0,0,0,0,0,1150620,0,0,19,0,0,0,0,0,0
21,8,1644,21123,0,0,0,0,0,512,1062485,0,0,17,0,0,0,0,512,0
21,9,1826,23186,0,0,0,0,0,0,883923,0,0,15,0,0,0,0,0,0
21,10,1927,24236,0,0,0,0,0,0,484274,0,0,7,0,0,0,0,0,0
21,11,2007,25307,0,0,0,0,0,0,395469,0,0,7,0,0,0,0,0,0
21,12,2203,27496,0,0,0,0,0,0,973729,0,0,16,0,0,0,0,0,0
21,13,2391,29683,0,0,0,0,0,0,962739,0,0,17,0,0,0,0,0,0
21,14,2577,31811,0,0,0,0,0,0,894814,0,0,15,0,0,0,0,0,0
21,15,2796,34436,0,0,0,0,0,0,1080733,0,0,20,0,0,0,0,0,0
21,16,3026,36990,0,0,0,0,0,0,1186602,0,0,20,0,0,0,0,0,0
21,17,3233,39435,0,0,0,0,0,512,999356,0,0,17,0,0,0,0,0,0
21,18,3448,41999,0,0,0,0,0,0,1008716,0,0,19,0,0,0,0,0,0
21,19,3695,44712,0,0,0,0,0,0,1225451,0,0,19,0,0,0,0,0,0
21,20,3775,45809,0,0,0,0,0,0,395549,0,0,8,0,0,0,0,0,0
21,21,3879,46896,0,0,0,0,0,0,496473,0,0,9,0,0,0,0,0,0
21,22,4125,49878,0,0,0,0,0,0,1172967,0,0,22,0,0,0,0,0,0
21,23,4284,51931,0,0,0,0,0,0,805113,0,0,14,0,0,0,0,0,0
21,24,4500,54595,0,0,0,0,0,0,1070512,0,0,19,0,0,0,0,0,0
21,25,4590,55761,0,0,0,0,0,0,378517,0,0,7,0,0,0,0,0,0
21,26,4816,58713,0,0,0,0,0,0,865498,0,0,19,0,0,0,0,0,0
21,27,5107,62202,0,0,0,0,0,0,697436,0,0,23,0,0,0,0,0,0
21,28,5301,64606,0,0,0,0,0,0,873197,0,0,16,0,0,0,0,0,0
21,29,5507,67498,0,0,0,0,0,0,846490,0,0,23,0,0,0,0,0,0
21,30,5751,70380,0,0,0,0,0,512,1195372,0,0,21,0,0,0,0,512,0
21,31,5837,71476,0,0,0,0,0,0,477104,0,0,8,0,0,0,0,0,0
21,32,5917,72573,0,0,0,0,0,0,413897,0,0,8,0,0,0,0,0,0
21,33,6006,73630,0,0,0,0,0,0,416339,0,0,9,0,0,0,0,0,0
21,34,6252,76842,0,0,0,0,0,0,1179965,0,0,22,0,0,0,0,0,0
21,35,6466,79697,0,0,0,0,0,0,1040370,0,0,21,0,0,0,0,0,0
21,36,6686,82628,0,0,0,0,0,0,1020342,0,0,22,0,0,0,0,0,0
21,37,6924,85769,0,0,0,0,0,0,1175044,0,0,24,0,0,0,0,0,0
21,38,7190,89429,0,0,0,0,0,0,1327322,0,0,25,0,0,0,0,0,0
21,39,7271,90511,0,0,0,0,0,0,379767,0,0,8,0,0,0,0,0,0
21,40,7334,91552,0,0,0,0,0,0,298593,0,0,8,0,0,0,0,0,0
21,41,7423,92623,0,0,0,0,0,0,355579,0,0,8,0,0,0,0,0,0
21,42,7667,96024,0,0,0,0,0,0,1203343,0,0,24,0,0,0,0,0,0
15,0,119,1394,512,4096,3698,512,0,3585,1187621,0,0,14,0,0,0,0,3585,0
15,1,296,3032,0,0,398,0,0,512,766417,0,0,8,0,0,0,0,512,0
15,2,489,4489,0,0,0,0,0,511,992063,0,7,12,0,7,7,0,7,7
15,3,589,5570,512,4096,778,512,0,2874,592053,0,9,9,0,9,9,0,2883,9
15,4,667,6659,0,0,2352,0,0,1536,698602,0,7,9,0,7,7,0,1031,7
15,5,846,8149,0,0,966,0,0,493,946576,0,324,12,0,324,324,0,592,296
15,6,1020,9657,0,0,0,0,0,511,813866,0,136,11,0,136,136,0,619,108
15,7,1212,11231,0,0,0,0,0,296,954504,0,521,13,0,521,521,0,332,332
15,8,1422,12864,0,0,0,0,0,0,935272,0,279,13,0,279,279,0,278,278
15,9,1554,13946,0,0,0,0,0,93,597820,0,279,8,0,279,279,0,372,279
15,10,1769,15847,0,0,0,0,0,197,1066491,0,279,15,0,279,279,0,250,250
15,11,1975,17797,0,0,0,0,0,511,933389,0,476,14,0,476,476,0,735,224
15,12,2204,19805,0,0,0,0,0,0,1074843,0,419,16,0,419,419,0,251,251
15,13,2413,21513,0,0,0,0,0,0,1073701,0,278,13,0,278,278,0,221,221
15,14,2602,23450,0,0,0,0,0,290,888423,0,280,15,0,280,280,0,111,111
15,15,2713,24508,0,0,0,0,0,0,615822,0,0,8,0,0,0,0,0,0
15,16,2813,25565,0,0,0,0,0,0,473751,0,0,9,0,0,0,0,0,0
15,17,3038,27661,0,0,0,0,0,0,1065888,0,0,15,0,0,0,0,0,0
15,18,3216,29467,0,0,0,0,0,0,862330,0,0,13,0,0,0,0,0,0
15,19,3320,30495,0,0,0,0,0,0,450957,0,0,8,0,0,0,0,0,0
15,20,3423,31562,0,0,0,0,0,0,471493,0,0,7,0,0,0,0,0,0
15,21,3527,32630,0,0,0,0,0,0,495143,0,0,9,0,0,0,0,0,0
15,22,3728,34801,0,0,0,0,0,511,991812,0,0,17,0,0,0,0,511,0
15,23,3947,37002,0,0,0,0,0,0,1078564,0,0,17,0,0,0,0,0,0
15,24,4175,39346,0,0,0,0,0,290,1077245,0,0,20,0,0,0,0,290,0
15,25,4393,41613,0,0,0,0,0,0,1060127,0,0,17,0,0,0,0,0,0
15,26,4584,43888,0,0,0,0,0,0,838635,0,0,16,0,0,0,0,0,0
15,27,4761,45970,0,0,0,0,0,0,881337,0,0,15,0,0,0,0,0,0
15,28,4959,48230,0,0,0,0,0,0,975189,0,0,17,0,0,0,0,0,0
15,29,5144,50407,0,0,0,0,0,0,878065,0,0,17,0,0,0,0,0,0
15,30,5234,51468,0,0,0,0,0,0,382579,0,0,8,0,0,0,0,0,0
15,31,5444,53962,0,0,0,0,0,0,1054092,0,0,19,0,0,0,0,0,0
15,32,5670,56518,0,0,0,0,0,0,1173903,0,0,18,0,0,0,0,0,0
